participant,itemA,itemB,recognizedA,recognizedB,aLarger
18,71,87,1,1,1
18,56,92,1,0,1
18,66,2,1,0,0
18,7,50,1,1,1
18,19,81,1,0,1
18,51,11,1,1,0
18,83,10,1,1,0
18,45,43,1,1,0
18,15,17,1,0,0
18,72,68,1,0,0
18,52,89,1,1,1
18,65,28,1,1,0
18,3,20,1,1,1
18,74,24,1,0,0
18,18,82,1,1,1
18,25,98,1,0,1
18,62,38,1,1,0
18,69,16,1,0,0
18,79,63,1,0,0
18,8,22,1,0,1
18,14,67,1,1,1
18,58,1,1,1,0
18,36,85,1,1,1
18,70,86,1,1,1
18,95,91,1,1,0
18,31,42,1,0,1
18,49,26,1,0,0
18,33,97,1,0,1
18,48,59,1,1,1
18,35,57,1,1,1
18,55,13,1,1,0
18,32,88,1,1,1
18,76,93,1,1,1
18,27,46,1,1,1
18,39,60,1,1,1
18,90,94,1,0,0
18,34,64,1,0,1
18,41,40,0,0,0
18,78,29,1,0,0
18,9,23,1,0,1
18,75,99,1,1,1
18,5,80,1,1,1
18,30,54,0,0,1
18,77,61,1,0,0
18,53,4,1,1,0
18,6,84,1,0,1
18,37,73,1,0,1
19,100,21,1,0,0
19,47,96,1,1,1
19,12,44,1,1,1
19,87,71,1,1,0
19,56,92,0,0,1
19,66,2,1,0,0
19,7,50,1,1,1
19,19,81,1,1,1
19,11,51,1,1,1
19,10,83,1,1,1
19,43,45,1,1,1
19,15,17,1,0,0
19,72,68,1,1,0
19,89,52,1,1,0
19,65,28,1,1,0
19,3,20,1,1,1
19,74,24,1,0,0
19,18,82,1,1,1
19,25,98,1,1,1
19,38,62,1,1,1
19,69,16,1,1,0
19,79,63,1,0,0
19,8,22,1,1,1
19,14,67,1,1,1
19,1,58,1,1,1
19,36,85,1,1,1
19,70,86,1,1,1
19,95,91,1,1,0
19,31,42,1,0,1
19,49,26,1,0,0
19,33,97,1,1,1
19,59,48,1,1,0
19,35,57,1,1,1
19,55,13,1,0,0
19,32,88,1,1,1
19,93,76,1,1,0
19,27,46,1,1,1
19,60,39,1,1,0
19,90,94,1,1,0
19,34,64,1,0,1
19,41,40,0,0,0
19,78,29,1,1,0
19,9,23,1,0,1
19,99,75,1,1,0
19,5,80,1,1,1
19,54,30,0,0,0
19,77,61,1,1,0
19,53,4,1,1,0
19,6,84,1,0,1
19,37,73,1,0,1
20,21,100,0,0,1
20,96,47,0,0,0
20,12,44,1,0,1
20,87,71,1,1,0
20,92,56,0,0,0
20,66,2,1,0,0
20,7,50,1,1,1
20,19,81,1,0,1
20,51,11,0,0,0
20,10,83,1,1,1
20,45,43,1,1,0
20,15,17,1,1,0
20,72,68,1,1,0
20,52,89,1,1,1
20,65,28,0,0,0
20,3,20,1,1,1
20,74,24,1,0,0
20,18,82,1,1,1
20,25,98,1,1,1
20,38,62,1,1,1
20,69,16,1,0,0
20,79,63,1,1,0
20,8,22,1,0,1
