environment,item,criterion,cue,cueValue
US Universities,Tufts University,56.1,Research,1
US Universities,Tufts University,56.1,Smoke Free,0
US Universities,Tufts University,56.1,NCAA D1,1
US Universities,Tufts University,56.1,Capital,1
US Universities,Tufts University,56.1,ROTC,0
US Universities,Tufts University,56.1,Quarter,0
US Universities,Tufts University,56.1,President,0
US Universities,Tufts University,56.1,Online,0
US Universities,Michigan State University,55.9,Public,0
US Universities,Michigan State University,55.9,Research,1
US Universities,Michigan State University,55.9,Smoke Free,1
US Universities,Michigan State University,55.9,NCAA D1,0
US Universities,Michigan State University,55.9,Capital,0
US Universities,Michigan State University,55.9,ROTC,0
US Universities,Michigan State University,55.9,Quarter,0
US Universities,Michigan State University,55.9,President,0
US Universities,Michigan State University,55.9,Online,1
US Universities,Vanderbilt University,55.0,Public,1
US Universities,Vanderbilt University,55.0,Research,1
US Universities,Vanderbilt University,55.0,Smoke Free,1
US Universities,Vanderbilt University,55.0,NCAA D1,0
US Universities,Vanderbilt University,55.0,Capital,0
US Universities,Vanderbilt University,55.0,ROTC,0
US Universities,Vanderbilt University,55.0,Quarter,0
US Universities,Vanderbilt University,55.0,President,0
US Universities,Vanderbilt University,55.0,Online,0
US Universities,Case Western Reserve University,55.0,Public,1
US Universities,Case Western Reserve University,55.0,Research,1
US Universities,Case Western Reserve University,55.0,Smoke Free,1
US Universities,Case Western Reserve University,55.0,NCAA D1,1
US Universities,Case Western Reserve University,55.0,Capital,1
US Universities,Case Western Reserve University,55.0,ROTC,0
US Universities,Case Western Reserve University,55.0,Quarter,0
US Universities,Case Western Reserve University,55.0,President,0
US Universities,Case Western Reserve University,55.0,Online,1
US Universities,University of Notre Dame,54.7,Public,1
US Universities,University of Notre Dame,54.7,Research,1
US Universities,University of Notre Dame,54.7,Smoke Free,0
US Universities,University of Notre Dame,54.7,NCAA D1,0
US Universities,University of Notre Dame,54.7,Capital,1
US Universities,University of Notre Dame,54.7,ROTC,0
US Universities,University of Notre Dame,54.7,Quarter,0
US Universities,University of Notre Dame,54.7,President,0
US Universities,University of Notre Dame,54.7,Online,0
US Universities,"University of California, Irvine",54.1,Public,0
US Universities,"University of California, Irvine",54.1,Research,1
US Universities,"University of California, Irvine",54.1,Smoke Free,0
US Universities,"University of California, Irvine",54.1,NCAA D1,0
US Universities,"University of California, Irvine",54.1,Capital,1
US Universities,"University of California, Irvine",54.1,ROTC,0
US Universities,"University of California, Irvine",54.1,Quarter,1
US Universities,"University of California, Irvine",54.1,President,0
US Universities,"University of California, Irvine",54.1,Online,0
US Universities,University of Rochester,53.6,Public,1
US Universities,University of Rochester,53.6,Research,1
US Universities,University of Rochester,53.6,Smoke Free,1
US Universities,University of Rochester,53.6,NCAA D1,1
US Universities,University of Rochester,53.6,Capital,1
US Universities,University of Rochester,53.6,ROTC,0
US Universities,University of Rochester,53.6,Quarter,0
US Universities,University of Rochester,53.6,President,0
US Universities,University of Rochester,53.6,Online,0
US Universities,University of Colorado at Boulder,53.4,Public,0
US Universities,University of Colorado at Boulder,53.4,Research,1
US Universities,University of Colorado at Boulder,53.4,Smoke Free,1
US Universities,University of Colorado at Boulder,53.4,NCAA D1,0
US Universities,University of Colorado at Boulder,53.4,Capital,1
US Universities,University of Colorado at Boulder,53.4,ROTC,0
US Universities,University of Colorado at Boulder,53.4,Quarter,0
US Universities,University of Colorado at Boulder,53.4,President,0
US Universities,University of Colorado at Boulder,53.4,Online,1
US Universities,University of Arizona,52.4,Public,0
US Universities,University of Arizona,52.4,Research,1
US Universities,University of Arizona,52.4,Smoke Free,1
US Universities,University of Arizona,52.4,NCAA D1,0
US Universities,University of Arizona,52.4,Capital,1
US Universities,University of Arizona,52.4,ROTC,0
US Universities,University of Arizona,52.4,Quarter,0
US Universities,University of Arizona,52.4,President,0
US Universities,University of Arizona,52.4,Online,1
US Universities,"Rutgers, the State University of New Jersey",52.4,Public,0
US Universities,"Rutgers, the State University of New Jersey",52.4,Research,1
US Universities,"Rutgers, the State University of New Jersey",52.4,Smoke Free,1
US Universities,"Rutgers, the State University of New Jersey",52.4,NCAA D1,0
US Universities,"Rutgers, the State University of New Jersey",52.4,Capital,1
US Universities,"Rutgers, the State University of New Jersey",52.4,ROTC,0
US Universities,"Rutgers, the State University of New Jersey",52.4,Quarter,0
US Universities,"Rutgers, the State University of New Jersey",52.4,President,0
US Universities,"Rutgers, the State University of New Jersey",52.4,Online,1
US Universities,University of Maryland at College Park,52.2,Public,0
US Universities,University of Maryland at College Park,52.2,Research,1
US Universities,University of Maryland at College Park,52.2,Smoke Free,1
US Universities,University of Maryland at College Park,52.2,NCAA D1,0
US Universities,University of Maryland at College Park,52.2,Capital,1
US Universities,University of Maryland at College Park,52.2,ROTC,0
US Universities,University of Maryland at College Park,52.2,Quarter,0
US Universities,University of Maryland at College Park,52.2,President,0
US Universities,University of Maryland at College Park,52.2,Online,1
US Universities,University of Virginia,51.8,Public,0
US Universities,University of Virginia,51.8,Research,1
US Universities,University of Virginia,51.8,Smoke Free,1
US Universities,University of Virginia,51.8,NCAA D1,0
US Universities,University of Virginia,51.8,Capital,1
US Universities,University of Virginia,51.8,ROTC,0
US Universities,University of Virginia,51.8,Quarter,0
US Universities,University of Virginia,51.8,President,0
US Universities,University of Virginia,51.8,Online,0
US Universities,Dartmouth College,50.5,Public,1
US Universities,Dartmouth College,50.5,Research,1
US Universities,Dartmouth College,50.5,Smoke Free,1
US Universities,Dartmouth College,50.5,NCAA D1,0
US Universities,Dartmouth College,50.5,Capital,1
US Universities,Dartmouth College,50.5,ROTC,1
US Universities,Dartmouth College,50.5,Quarter,1
US Universities,Dartmouth College,50.5,President,0
US Universities,Dartmouth College,50.5,Online,1
US Universities,University of Florida,50.4,Public,0
US Universities,University of Florida,50.4,Research,1
US Universities,University of Florida,50.4,Smoke Free,0
US Universities,University of Florida,50.4,NCAA D1,0
US Universities,University of Florida,50.4,Capital,1
US Universities,University of Florida,50.4,ROTC,0
US Universities,University of Florida,50.4,Quarter,0
US Universities,University of Florida,50.4,President,0
US Universities,University of Florida,50.4,Online,1
US Universities,University of Massachusetts,50.1,Public,0
US Universities,University of Massachusetts,50.1,Research,1
US Universities,University of Massachusetts,50.1,Smoke Free,1
US Universities,University of Massachusetts,50.1,NCAA D1,0
US Universities,University of Massachusetts,50.1,Capital,1
US Universities,University of Massachusetts,50.1,ROTC,0
US Universities,University of Massachusetts,50.1,Quarter,0
US Universities,University of Massachusetts,50.1,President,0
US Universities,University of Massachusetts,50.1,Online,1
US Universities,Indiana University,50.1,Public,0
US Universities,Indiana University,50.1,Research,1
US Universities,Indiana University,50.1,Smoke Free,0
US Universities,Indiana University,50.1,NCAA D1,0
US Universities,Indiana University,50.1,Capital,1
US Universities,Indiana University,50.1,ROTC,0
US Universities,Indiana University,50.1,Quarter,0
US Universities,Indiana University,50.1,President,0
US Universities,Indiana University,50.1,Online,1
US Universities,Boston College,50.0,Public,1
US Universities,Boston College,50.0,Research,0
US Universities,Boston College,50.0,Smoke Free,1
US Universities,Boston College,50.0,NCAA D1,0
US Universities,Boston College,50.0,Capital,1
US Universities,Boston College,50.0,ROTC,0
US Universities,Boston College,50.0,Quarter,0
US Universities,Boston College,50.0,President,0
US Universities,Boston College,50.0,Online,1
US Universities,"University of California, Santa Cruz",49.9,Public,0
US Universities,"University of California, Santa Cruz",49.9,Research,1
US Universities,"University of California, Santa Cruz",49.9,Smoke Free,0
US Universities,"University of California, Santa Cruz",49.9,NCAA D1,1
US Universities,"University of California, Santa Cruz",49.9,Capital,1
US Universities,"University of California, Santa Cruz",49.9,ROTC,1
US Universities,"University of California, Santa Cruz",49.9,Quarter,1
US Universities,"University of California, Santa Cruz",49.9,President,0
US Universities,"University of California, Santa Cruz",49.9,Online,0
US Universities,Colorado School of Mines,49.5,Public,0
US Universities,Colorado School of Mines,49.5,Research,0
US Universities,Colorado School of Mines,49.5,Smoke Free,1
US Universities,Colorado School of Mines,49.5,NCAA D1,1
US Universities,Colorado School of Mines,49.5,Capital,1
US Universities,Colorado School of Mines,49.5,ROTC,0
US Universities,Colorado School of Mines,49.5,Quarter,0
US Universities,Colorado School of Mines,49.5,President,0
US Universities,Colorado School of Mines,49.5,Online,0
US Universities,University of Utah,49.1,Public,0
US Universities,University of Utah,49.1,Research,1
US Universities,University of Utah,49.1,Smoke Free,1
US Universities,University of Utah,49.1,NCAA D1,0
US Universities,University of Utah,49.1,Capital,0
US Universities,University of Utah,49.1,ROTC,0
US Universities,University of Utah,49.1,Quarter,0
US Universities,University of Utah,49.1,President,0
US Universities,University of Utah,49.1,Online,1
US Universities,Arizona State University,48.9,Public,0
US Universities,Arizona State University,48.9,Research,1
US Universities,Arizona State University,48.9,Smoke Free,0
US Universities,Arizona State University,48.9,NCAA D1,0
US Universities,Arizona State University,48.9,Capital,1
US Universities,Arizona State University,48.9,ROTC,0
US Universities,Arizona State University,48.9,Quarter,0
US Universities,Arizona State University,48.9,President,0
US Universities,Arizona State University,48.9,Online,1
US Universities,"University of California, Riverside",48.7,Public,0
US Universities,"University of California, Riverside",48.7,Research,1
US Universities,"University of California, Riverside",48.7,Smoke Free,0
US Universities,"University of California, Riverside",48.7,NCAA D1,0
US Universities,"University of California, Riverside",48.7,Capital,1
US Universities,"University of California, Riverside",48.7,ROTC,0
US Universities,"University of California, Riverside",48.7,Quarter,1
US Universities,"University of California, Riverside",48.7,President,0
US Universities,"University of California, Riverside",48.7,Online,1
US Universities,Texas A&M University,47.2,Public,0
US Universities,Texas A&M University,47.2,Research,1
US Universities,Texas A&M University,47.2,Smoke Free,1
US Universities,Texas A&M University,47.2,NCAA D1,0
US Universities,Texas A&M University,47.2,Capital,1
US Universities,Texas A&M University,47.2,ROTC,0
US Universities,Texas A&M University,47.2,Quarter,0
US Universities,Texas A&M University,47.2,President,0
US Universities,Texas A&M University,47.2,Online,1
US Universities,Georgetown University,47.0,Public,1
US Universities,Georgetown University,47.0,Research,1
US Universities,Georgetown University,47.0,Smoke Free,1
US Universities,Georgetown University,47.0,NCAA D1,0
US Universities,Georgetown University,47.0,Capital,1
US Universities,Georgetown University,47.0,ROTC,1
US Universities,Georgetown University,47.0,Quarter,0
US Universities,Georgetown University,47.0,President,1
US Universities,Georgetown University,47.0,Online,1
US Universities,University of Iowa,46.7,Public,0
US Universities,University of Iowa,46.7,Research,1
US Universities,University of Iowa,46.7,Smoke Free,0
US Universities,University of Iowa,46.7,NCAA D1,0
US Universities,University of Iowa,46.7,Capital,1
US Universities,University of Iowa,46.7,ROTC,0
US Universities,University of Iowa,46.7,Quarter,0
US Universities,University of Iowa,46.7,President,0
US Universities,University of Iowa,46.7,Online,0
US Universities,Brandeis University,46.6,Public,1
US Universities,Brandeis University,46.6,Research,1
US Universities,Brandeis University,46.6,Smoke Free,1
US Universities,Brandeis University,46.6,NCAA D1,1
US Universities,Brandeis University,46.6,Capital,0
US Universities,Brandeis University,46.6,ROTC,0
US Universities,Brandeis University,46.6,Quarter,0
US Universities,Brandeis University,46.6,President,0
US Universities,Brandeis University,46.6,Online,1
US Universities,Yeshiva University,46.1,Public,1
US Universities,Yeshiva University,46.1,Research,1
US Universities,Yeshiva University,46.1,Smoke Free,1
US Universities,Yeshiva University,46.1,NCAA D1,1
US Universities,Yeshiva University,46.1,Capital,1
US Universities,Yeshiva University,46.1,ROTC,1
US Universities,Yeshiva University,46.1,Quarter,0
US Universities,Yeshiva University,46.1,President,0
US Universities,Yeshiva University,46.1,Online,1
