environment,item,criterion,cue,cueValue,year
Germany,Bochum,396486.0,State Capital,0,1990
Germany,Bochum,396486.0,East Germany,0,1990
Germany,Bochum,396486.0,Industrial Belt,1,1990
Germany,Bochum,396486.0,License Plate,0,1990
Germany,Bochum,396486.0,Inter-city Trainline,1,1990
Germany,Bochum,396486.0,Exposition Site,0,1990
Germany,Bochum,396486.0,National Capital,0,1990
Germany,Bochum,396486.0,University,1,1990
Germany,Wuppertal,383660.0,Soccer Team,0,1990
Germany,Wuppertal,383660.0,State Capital,0,1990
Germany,Wuppertal,383660.0,East Germany,0,1990
Germany,Wuppertal,383660.0,Industrial Belt,1,1990
Germany,Wuppertal,383660.0,License Plate,0,1990
Germany,Wuppertal,383660.0,Inter-city Trainline,1,1990
Germany,Wuppertal,383660.0,Exposition Site,0,1990
Germany,Wuppertal,383660.0,National Capital,0,1990
Germany,Wuppertal,383660.0,University,1,1990
Germany,Bielefeld,319037.0,Soccer Team,0,1990
Germany,Bielefeld,319037.0,State Capital,0,1990
Germany,Bielefeld,319037.0,East Germany,0,1990
Germany,Bielefeld,319037.0,Industrial Belt,0,1990
Germany,Bielefeld,319037.0,License Plate,0,1990
Germany,Bielefeld,319037.0,Inter-city Trainline,1,1990
Germany,Bielefeld,319037.0,Exposition Site,0,1990
Germany,Bielefeld,319037.0,National Capital,0,1990
Germany,Bielefeld,319037.0,University,1,1990
Germany,Mannheim,310411.0,Soccer Team,1,1990
Germany,Mannheim,310411.0,State Capital,0,1990
Germany,Mannheim,310411.0,East Germany,0,1990
Germany,Mannheim,310411.0,Industrial Belt,0,1990
Germany,Mannheim,310411.0,License Plate,0,1990
Germany,Mannheim,310411.0,Inter-city Trainline,1,1990
Germany,Mannheim,310411.0,Exposition Site,0,1990
Germany,Mannheim,310411.0,National Capital,0,1990
Germany,Mannheim,310411.0,University,1,1990
Germany,Halle,310234.0,Soccer Team,0,1990
Germany,Halle,310234.0,State Capital,0,1990
Germany,Halle,310234.0,East Germany,1,1990
Germany,Halle,310234.0,Industrial Belt,0,1990
Germany,Halle,310234.0,License Plate,1,1990
Germany,Halle,310234.0,Inter-city Trainline,1,1990
Germany,Halle,310234.0,Exposition Site,0,1990
Germany,Halle,310234.0,National Capital,0,1990
Germany,Halle,310234.0,University,1,1990
Germany,Chemnitz,294244.0,Soccer Team,0,1990
Germany,Chemnitz,294244.0,State Capital,0,1990
Germany,Chemnitz,294244.0,East Germany,1,1990
Germany,Chemnitz,294244.0,Industrial Belt,0,1990
Germany,Chemnitz,294244.0,License Plate,0,1990
Germany,Chemnitz,294244.0,Inter-city Trainline,0,1990
Germany,Chemnitz,294244.0,Exposition Site,0,1990
Germany,Chemnitz,294244.0,National Capital,0,1990
Germany,Chemnitz,294244.0,University,0,1990
Germany,Gelsenkirchen,293714.0,Soccer Team,0,1990
Germany,Gelsenkirchen,293714.0,State Capital,0,1990
Germany,Gelsenkirchen,293714.0,East Germany,0,1990
Germany,Gelsenkirchen,293714.0,Industrial Belt,1,1990
Germany,Gelsenkirchen,293714.0,License Plate,0,1990
Germany,Gelsenkirchen,293714.0,Inter-city Trainline,1,1990
Germany,Gelsenkirchen,293714.0,Exposition Site,0,1990
Germany,Gelsenkirchen,293714.0,National Capital,0,1990
Germany,Gelsenkirchen,293714.0,University,0,1990
Germany,Bonn,292234.0,Soccer Team,0,1990
Germany,Bonn,292234.0,State Capital,0,1990
Germany,Bonn,292234.0,East Germany,0,1990
Germany,Bonn,292234.0,Industrial Belt,0,1990
Germany,Bonn,292234.0,License Plate,0,1990
Germany,Bonn,292234.0,Inter-city Trainline,1,1990
Germany,Bonn,292234.0,Exposition Site,0,1990
Germany,Bonn,292234.0,National Capital,1,1990
Germany,Bonn,292234.0,University,1,1990
Germany,Magdeburg,278807.0,Soccer Team,0,1990
Germany,Magdeburg,278807.0,State Capital,1,1990
Germany,Magdeburg,278807.0,East Germany,1,1990
Germany,Magdeburg,278807.0,Industrial Belt,0,1990
Germany,Magdeburg,278807.0,License Plate,1,1990
Germany,Magdeburg,278807.0,Inter-city Trainline,1,1990
Germany,Magdeburg,278807.0,Exposition Site,0,1990
Germany,Magdeburg,278807.0,National Capital,0,1990
Germany,Magdeburg,278807.0,University,0,1990
Germany,Karlsruhe,275061.0,Soccer Team,1,1990
Germany,Karlsruhe,275061.0,State Capital,0,1990
Germany,Karlsruhe,275061.0,East Germany,0,1990
Germany,Karlsruhe,275061.0,Industrial Belt,0,1990
Germany,Karlsruhe,275061.0,License Plate,1,1990
Germany,Karlsruhe,275061.0,Inter-city Trainline,1,1990
Germany,Karlsruhe,275061.0,Exposition Site,0,1990
Germany,Karlsruhe,275061.0,National Capital,0,1990
Germany,Karlsruhe,275061.0,University,1,1990
Germany,Wiesbaden,260301.0,Soccer Team,0,1990
Germany,Wiesbaden,260301.0,State Capital,1,1990
Germany,Wiesbaden,260301.0,East Germany,0,1990
Germany,Wiesbaden,260301.0,Industrial Belt,0,1990
Germany,Wiesbaden,260301.0,License Plate,0,1990
Germany,Wiesbaden,260301.0,Inter-city Trainline,1,1990
Germany,Wiesbaden,260301.0,Exposition Site,0,1990
Germany,Wiesbaden,260301.0,National Capital,0,1990
Germany,Wiesbaden,260301.0,University,0,1990
Germany,Muenster,259438.0,Soccer Team,0,1990
Germany,Muenster,259438.0,State Capital,0,1990
Germany,Muenster,259438.0,East Germany,0,1990
Germany,Muenster,259438.0,Industrial Belt,0,1990
Germany,Muenster,259438.0,License Plate,0,1990
Germany,Muenster,259438.0,Inter-city Trainline,1,1990
Germany,Muenster,259438.0,Exposition Site,0,1990
Germany,Muenster,259438.0,National Capital,0,1990
Germany,Muenster,259438.0,University,1,1990
Germany,Moenchengladbach,259436.0,Soccer Team,1,1990
Germany,Moenchengladbach,259436.0,State Capital,0,1990
Germany,Moenchengladbach,259436.0,East Germany,0,1990
Germany,Moenchengladbach,259436.0,Industrial Belt,0,1990
Germany,Moenchengladbach,259436.0,License Plate,0,1990
Germany,Moenchengladbach,259436.0,Inter-city Trainline,0,1990
Germany,Moenchengladbach,259436.0,Exposition Site,0,1990
Germany,Moenchengladbach,259436.0,National Capital,0,1990
Germany,Moenchengladbach,259436.0,University,0,1990
Germany,Braunschweig (Brunswick),258833.0,Soccer Team,0,1990
Germany,Braunschweig (Brunswick),258833.0,State Capital,0,1990
Germany,Braunschweig (Brunswick),258833.0,East Germany,0,1990
Germany,Braunschweig (Brunswick),258833.0,Industrial Belt,0,1990
Germany,Braunschweig (Brunswick),258833.0,License Plate,0,1990
Germany,Braunschweig (Brunswick),258833.0,Inter-city Trainline,1,1990
Germany,Braunschweig (Brunswick),258833.0,Exposition Site,0,1990
Germany,Braunschweig (Brunswick),258833.0,National Capital,0,1990
Germany,Braunschweig (Brunswick),258833.0,University,0,1990
Germany,Augsburg,256877.0,Soccer Team,0,1990
Germany,Augsburg,256877.0,State Capital,0,1990
Germany,Augsburg,256877.0,East Germany,0,1990
Germany,Augsburg,256877.0,Industrial Belt,0,1990
Germany,Augsburg,256877.0,License Plate,0,1990
Germany,Augsburg,256877.0,Inter-city Trainline,1,1990
Germany,Augsburg,256877.0,Exposition Site,0,1990
Germany,Augsburg,256877.0,National Capital,0,1990
Germany,Augsburg,256877.0,University,1,1990
Germany,Rostock,248088.0,Soccer Team,0,1990
Germany,Rostock,248088.0,State Capital,0,1990
Germany,Rostock,248088.0,East Germany,1,1990
Germany,Rostock,248088.0,Industrial Belt,0,1990
Germany,Rostock,248088.0,License Plate,1,1990
Germany,Rostock,248088.0,Inter-city Trainline,1,1990
Germany,Rostock,248088.0,Exposition Site,0,1990
Germany,Rostock,248088.0,National Capital,0,1990
Germany,Rostock,248088.0,University,1,1990
Germany,Kiel,245567.0,Soccer Team,0,1990
Germany,Kiel,245567.0,State Capital,1,1990
Germany,Kiel,245567.0,East Germany,0,1990
Germany,Kiel,245567.0,Industrial Belt,0,1990
Germany,Kiel,245567.0,License Plate,0,1990
Germany,Kiel,245567.0,Inter-city Trainline,1,1990
Germany,Kiel,245567.0,Exposition Site,0,1990
Germany,Kiel,245567.0,National Capital,0,1990
Germany,Kiel,245567.0,University,1,1990
Germany,Krefeld,244020.0,Soccer Team,1,1990
Germany,Krefeld,244020.0,State Capital,0,1990
Germany,Krefeld,244020.0,East Germany,0,1990
Germany,Krefeld,244020.0,Industrial Belt,0,1990
Germany,Krefeld,244020.0,License Plate,0,1990
Germany,Krefeld,244020.0,Inter-city Trainline,0,1990
Germany,Krefeld,244020.0,Exposition Site,0,1990
Germany,Krefeld,244020.0,National Capital,0,1990
Germany,Krefeld,244020.0,University,0,1990
Germany,Aachen,241861.0,Soccer Team,0,1990
Germany,Aachen,241861.0,State Capital,0,1990
Germany,Aachen,241861.0,East Germany,0,1990
Germany,Aachen,241861.0,Industrial Belt,0,1990
Germany,Aachen,241861.0,License Plate,0,1990
Germany,Aachen,241861.0,Inter-city Trainline,1,1990
Germany,Aachen,241861.0,Exposition Site,0,1990
Germany,Aachen,241861.0,National Capital,0,1990
Germany,Aachen,241861.0,University,1,1990
Germany,Oberhausen,223840.0,Soccer Team,0,1990
Germany,Oberhausen,223840.0,State Capital,0,1990
Germany,Oberhausen,223840.0,East Germany,0,1990
Germany,Oberhausen,223840.0,Industrial Belt,1,1990
Germany,Oberhausen,223840.0,License Plate,0,1990
Germany,Oberhausen,223840.0,Inter-city Trainline,1,1990
Germany,Oberhausen,223840.0,Exposition Site,0,1990
Germany,Oberhausen,223840.0,National Capital,0,1990
Germany,Oberhausen,223840.0,University,0,1990
Germany,Luebeck,214758.0,Soccer Team,0,1990
Germany,Luebeck,214758.0,State Capital,0,1990
Germany,Luebeck,214758.0,East Germany,0,1990
Germany,Luebeck,214758.0,Industrial Belt,0,1990
Germany,Luebeck,214758.0,License Plate,0,1990
Germany,Luebeck,214758.0,Inter-city Trainline,1,1990
Germany,Luebeck,214758.0,Exposition Site,0,1990
Germany,Luebeck,214758.0,National Capital,0,1990
Germany,Luebeck,214758.0,University,1,1990
Germany,Hagen,214449.0,Soccer Team,0,1990
Germany,Hagen,214449.0,State Capital,0,1990
Germany,Hagen,214449.0,East Germany,0,1990
Germany,Hagen,214449.0,Industrial Belt,1,1990
Germany,Hagen,214449.0,License Plate,0,1990
Germany,Hagen,214449.0,Inter-city Trainline,1,1990
Germany,Hagen,214449.0,Exposition Site,0,1990
Germany,Hagen,214449.0,National Capital,0,1990
Germany,Hagen,214449.0,University,1,1990
Germany,Erfurt,208989.0,Soccer Team,0,1990
Germany,Erfurt,208989.0,State Capital,1,1990
Germany,Erfurt,208989.0,East Germany,1,1990
Germany,Erfurt,208989.0,Industrial Belt,0,1990
Germany,Erfurt,208989.0,License Plate,1,1990
Germany,Erfurt,208989.0,Inter-city Trainline,1,1990
Germany,Erfurt,208989.0,Exposition Site,0,1990
Germany,Erfurt,208989.0,National Capital,0,1990
Germany,Erfurt,208989.0,University,0,1990
Germany,Kassel,194268.0,Soccer Team,0,1990
Germany,Kassel,194268.0,State Capital,0,1990
Germany,Kassel,194268.0,East Germany,0,1990
Germany,Kassel,194268.0,Industrial Belt,0,1990
Germany,Kassel,194268.0,License Plate,0,1990
Germany,Kassel,194268.0,Inter-city Trainline,1,1990
Germany,Kassel,194268.0,Exposition Site,0,1990
Germany,Kassel,194268.0,National Capital,0,1990
Germany,Kassel,194268.0,University,1,1990
Germany,Saarbruecken,191694.0,Soccer Team,0,1990
Germany,Saarbruecken,191694.0,State Capital,1,1990
Germany,Saarbruecken,191694.0,East Germany,0,1990
Germany,Saarbruecken,191694.0,Industrial Belt,0,1990
Germany,Saarbruecken,191694.0,License Plate,0,1990
Germany,Saarbruecken,191694.0,Inter-city Trainline,1,1990
Germany,Saarbruecken,191694.0,Exposition Site,0,1990
Germany,Saarbruecken,191694.0,National Capital,0,1990
Germany,Saarbruecken,191694.0,University,1,1990
Germany,Freiburg,191029.0,Soccer Team,0,1990
Germany,Freiburg,191029.0,State Capital,1,1990
Germany,Freiburg,191029.0,East Germany,0,1990
Germany,Freiburg,191029.0,Industrial Belt,0,1990
Germany,Freiburg,191029.0,License Plate,0,1990
Germany,Freiburg,191029.0,Inter-city Trainline,1,1990
Germany,Freiburg,191029.0,Exposition Site,0,1990
Germany,Freiburg,191029.0,National Capital,0,1990
Germany,Freiburg,191029.0,University,1,1990
Germany,Hamm,179639.0,Soccer Team,0,1990
Germany,Hamm,179639.0,State Capital,0,1990
Germany,Hamm,179639.0,East Germany,0,1990
Germany,Hamm,179639.0,Industrial Belt,1,1990
Germany,Hamm,179639.0,License Plate,0,1990
Germany,Hamm,179639.0,Inter-city Trainline,1,1990
Germany,Hamm,179639.0,Exposition Site,0,1990
Germany,Hamm,179639.0,National Capital,0,1990
Germany,Hamm,179639.0,University,0,1990
Germany,Mainz,179486.0,Soccer Team,0,1990
Germany,Mainz,179486.0,State Capital,1,1990
Germany,Mainz,179486.0,East Germany,0,1990
Germany,Mainz,179486.0,Industrial Belt,0,1990
Germany,Mainz,179486.0,License Plate,0,1990
Germany,Mainz,179486.0,Inter-city Trainline,1,1990
Germany,Mainz,179486.0,Exposition Site,0,1990
Germany,Mainz,179486.0,National Capital,0,1990
Germany,Mainz,179486.0,University,1,1990
Germany,Herne,178132.0,Soccer Team,0,1990
Germany,Herne,178132.0,State Capital,0,1990
Germany,Herne,178132.0,East Germany,0,1990
Germany,Herne,178132.0,Industrial Belt,1,1990
Germany,Herne,178132.0,License Plate,0,1990
Germany,Herne,178132.0,Inter-city Trainline,0,1990
Germany,Herne,178132.0,Exposition Site,0,1990
Germany,Herne,178132.0,National Capital,0,1990
Germany,Herne,178132.0,University,0,1990
Germany,Muelheim,177681.0,Soccer Team,0,1990
Germany,Muelheim,177681.0,State Capital,0,1990
Germany,Muelheim,177681.0,East Germany,0,1990
Germany,Muelheim,177681.0,Industrial Belt,1,1990
Germany,Muelheim,177681.0,License Plate,0,1990
Germany,Muelheim,177681.0,Inter-city Trainline,0,1990
Germany,Muelheim,177681.0,Exposition Site,0,1990
Germany,Muelheim,177681.0,National Capital,0,1990
Germany,Muelheim,177681.0,University,0,1990
Germany,Soligen,165401.0,Soccer Team,0,1990
Germany,Soligen,165401.0,State Capital,0,1990
Germany,Soligen,165401.0,East Germany,0,1990
Germany,Soligen,165401.0,Industrial Belt,0,1990
Germany,Soligen,165401.0,License Plate,0,1990
Germany,Soligen,165401.0,Inter-city Trainline,1,1990
Germany,Soligen,165401.0,Exposition Site,0,1990
Germany,Soligen,165401.0,National Capital,0,1990
Germany,Soligen,165401.0,University,0,1990
Germany,Osnabrueck,163168.0,Soccer Team,0,1990
Germany,Osnabrueck,163168.0,State Capital,0,1990
Germany,Osnabrueck,163168.0,East Germany,0,1990
Germany,Osnabrueck,163168.0,Industrial Belt,0,1990
Germany,Osnabrueck,163168.0,License Plate,0,1990
Germany,Osnabrueck,163168.0,Inter-city Trainline,1,1990
Germany,Osnabrueck,163168.0,Exposition Site,0,1990
Germany,Osnabrueck,163168.0,National Capital,0,1990
Germany,Osnabrueck,163168.0,University,1,1990
Germany,Ludwigshafen,162233.0,Soccer Team,0,1990
Germany,Ludwigshafen,162233.0,State Capital,0,1990
Germany,Ludwigshafen,162233.0,East Germany,0,1990
Germany,Ludwigshafen,162233.0,Industrial Belt,0,1990
Germany,Ludwigshafen,162233.0,License Plate,0,1990
Germany,Ludwigshafen,162233.0,Inter-city Trainline,1,1990
Germany,Ludwigshafen,162233.0,Exposition Site,0,1990
Germany,Ludwigshafen,162233.0,National Capital,0,1990
Germany,Ludwigshafen,162233.0,University,0,1990
Germany,Leverkusen,160919.0,Soccer Team,1,1990
Germany,Leverkusen,160919.0,State Capital,0,1990
Germany,Leverkusen,160919.0,East Germany,0,1990
Germany,Leverkusen,160919.0,Industrial Belt,0,1990
Germany,Leverkusen,160919.0,License Plate,0,1990
Germany,Leverkusen,160919.0,Inter-city Trainline,0,1990
Germany,Leverkusen,160919.0,Exposition Site,0,1990
Germany,Leverkusen,160919.0,National Capital,0,1990
Germany,Leverkusen,160919.0,University,0,1990
Germany,Neuss,147019.0,Soccer Team,0,1990
Germany,Neuss,147019.0,State Capital,0,1990
Germany,Neuss,147019.0,East Germany,0,1990
Germany,Neuss,147019.0,Industrial Belt,0,1990
Germany,Neuss,147019.0,License Plate,0,1990
Germany,Neuss,147019.0,Inter-city Trainline,0,1990
Germany,Neuss,147019.0,Exposition Site,0,1990
Germany,Neuss,147019.0,National Capital,0,1990
Germany,Neuss,147019.0,University,0,1990
Germany,Oldenburg,143131.0,Soccer Team,0,1990
Germany,Oldenburg,143131.0,State Capital,0,1990
Germany,Oldenburg,143131.0,East Germany,0,1990
Germany,Oldenburg,143131.0,Industrial Belt,0,1990
Germany,Oldenburg,143131.0,License Plate,0,1990
Germany,Oldenburg,143131.0,Inter-city Trainline,1,1990
Germany,Oldenburg,143131.0,Exposition Site,0,1990
Germany,Oldenburg,143131.0,National Capital,0,1990
Germany,Oldenburg,143131.0,University,1,1990
Germany,Potsdam,139794.0,Soccer Team,0,1990
Germany,Potsdam,139794.0,State Capital,1,1990
Germany,Potsdam,139794.0,East Germany,1,1990
Germany,Potsdam,139794.0,Industrial Belt,0,1990
Germany,Potsdam,139794.0,License Plate,1,1990
Germany,Potsdam,139794.0,Inter-city Trainline,1,1990
Germany,Potsdam,139794.0,Exposition Site,0,1990
Germany,Potsdam,139794.0,National Capital,0,1990
Germany,Potsdam,139794.0,University,0,1990
Germany,Darmstadt,138920.0,Soccer Team,0,1990
Germany,Darmstadt,138920.0,State Capital,0,1990
Germany,Darmstadt,138920.0,East Germany,0,1990
Germany,Darmstadt,138920.0,Industrial Belt,0,1990
Germany,Darmstadt,138920.0,License Plate,0,1990
Germany,Darmstadt,138920.0,Inter-city Trainline,1,1990
Germany,Darmstadt,138920.0,Exposition Site,0,1990
Germany,Darmstadt,138920.0,National Capital,0,1990
Germany,Darmstadt,138920.0,University,1,1990
Germany,Heidelberg,136796.0,Soccer Team,0,1990
Germany,Heidelberg,136796.0,State Capital,0,1990
Germany,Heidelberg,136796.0,East Germany,0,1990
Germany,Heidelberg,136796.0,Industrial Belt,0,1990
Germany,Heidelberg,136796.0,License Plate,0,1990
Germany,Heidelberg,136796.0,Inter-city Trainline,1,1990
Germany,Heidelberg,136796.0,Exposition Site,0,1990
Germany,Heidelberg,136796.0,National Capital,0,1990
Germany,Heidelberg,136796.0,University,1,1990
Germany,Bremerhaven,130446.0,Soccer Team,0,1990
Germany,Bremerhaven,130446.0,State Capital,0,1990
Germany,Bremerhaven,130446.0,East Germany,0,1990
Germany,Bremerhaven,130446.0,Industrial Belt,0,1990
Germany,Bremerhaven,130446.0,License Plate,0,1990
Germany,Bremerhaven,130446.0,Inter-city Trainline,1,1990
Germany,Bremerhaven,130446.0,Exposition Site,0,1990
Germany,Bremerhaven,130446.0,National Capital,0,1990
Germany,Bremerhaven,130446.0,University,0,1990
Germany,Gera,108800.0,Soccer Team,0,1990
Germany,Gera,108800.0,State Capital,0,1990
Germany,Gera,108800.0,East Germany,1,1990
Germany,Gera,108800.0,Industrial Belt,0,1990
Germany,Gera,108800.0,License Plate,1,1990
Germany,Gera,108800.0,Inter-city Trainline,1,1990
Germany,Gera,108800.0,Exposition Site,0,1990
Germany,Gera,108800.0,National Capital,0,1990
Germany,Gera,108800.0,University,0,1990
Germany,Wolfsburg,128510.0,Soccer Team,0,1990
Germany,Wolfsburg,128510.0,State Capital,0,1990
Germany,Wolfsburg,128510.0,East Germany,0,1990
Germany,Wolfsburg,128510.0,Industrial Belt,0,1990
Germany,Wolfsburg,128510.0,License Plate,0,1990
Germany,Wolfsburg,128510.0,Inter-city Trainline,0,1990
Germany,Wolfsburg,128510.0,Exposition Site,0,1990
Germany,Wolfsburg,128510.0,National Capital,0,1990
Germany,Wolfsburg,128510.0,University,0,1990
Germany,Wuerzburg,127777.0,Soccer Team,0,1990
Germany,Wuerzburg,127777.0,State Capital,0,1990
Germany,Wuerzburg,127777.0,East Germany,0,1990
Germany,Wuerzburg,127777.0,Industrial Belt,0,1990
Germany,Wuerzburg,127777.0,License Plate,0,1990
Germany,Wuerzburg,127777.0,Inter-city Trainline,1,1990
Germany,Wuerzburg,127777.0,Exposition Site,0,1990
Germany,Wuerzburg,127777.0,National Capital,0,1990
Germany,Wuerzburg,127777.0,University,1,1990
Germany,Schwerin,97400.0,Soccer Team,0,1990
Germany,Schwerin,97400.0,State Capital,1,1990
Germany,Schwerin,97400.0,East Germany,1,1990
Germany,Schwerin,97400.0,Industrial Belt,0,1990
Germany,Schwerin,97400.0,License Plate,1,1990
Germany,Schwerin,97400.0,Inter-city Trainline,1,1990
Germany,Schwerin,97400.0,Exposition Site,0,1990
Germany,Schwerin,97400.0,National Capital,0,1990
Germany,Schwerin,97400.0,University,0,1990
Germany,Cottbus,125891.0,Soccer Team,0,1990
Germany,Cottbus,125891.0,State Capital,0,1990
Germany,Cottbus,125891.0,East Germany,1,1990
Germany,Cottbus,125891.0,Industrial Belt,0,1990
Germany,Cottbus,125891.0,License Plate,1,1990
Germany,Cottbus,125891.0,Inter-city Trainline,0,1990
Germany,Cottbus,125891.0,Exposition Site,0,1990
Germany,Cottbus,125891.0,National Capital,0,1990
Germany,Cottbus,125891.0,University,0,1990
Germany,Recklinghausen,125060.0,Soccer Team,0,1990
Germany,Recklinghausen,125060.0,State Capital,0,1990
Germany,Recklinghausen,125060.0,East Germany,0,1990
Germany,Recklinghausen,125060.0,Industrial Belt,1,1990
Germany,Recklinghausen,125060.0,License Plate,0,1990
Germany,Recklinghausen,125060.0,Inter-city Trainline,1,1990
Germany,Recklinghausen,125060.0,Exposition Site,0,1990
Germany,Recklinghausen,125060.0,National Capital,0,1990
Germany,Recklinghausen,125060.0,University,0,1990
Germany,Remscheid,123155.0,Soccer Team,0,1990
Germany,Remscheid,123155.0,State Capital,0,1990
Germany,Remscheid,123155.0,East Germany,0,1990
Germany,Remscheid,123155.0,Industrial Belt,0,1990
Germany,Remscheid,123155.0,License Plate,0,1990
Germany,Remscheid,123155.0,Inter-city Trainline,0,1990
Germany,Remscheid,123155.0,Exposition Site,0,1990
Germany,Remscheid,123155.0,National Capital,0,1990
Germany,Remscheid,123155.0,University,0,1990
Germany,Goettingen,121831.0,Soccer Team,0,1990
Germany,Goettingen,121831.0,State Capital,0,1990
Germany,Goettingen,121831.0,East Germany,0,1990
Germany,Goettingen,121831.0,Industrial Belt,0,1990
Germany,Goettingen,121831.0,License Plate,0,1990
Germany,Goettingen,121831.0,Inter-city Trainline,1,1990
Germany,Goettingen,121831.0,Exposition Site,0,1990
Germany,Goettingen,121831.0,National Capital,0,1990
Germany,Goettingen,121831.0,University,1,1990
Germany,Regensburg,121691.0,Soccer Team,0,1990
Germany,Regensburg,121691.0,State Capital,0,1990
Germany,Regensburg,121691.0,East Germany,0,1990
Germany,Regensburg,121691.0,Industrial Belt,0,1990
Germany,Regensburg,121691.0,License Plate,0,1990
Germany,Regensburg,121691.0,Inter-city Trainline,1,1990
Germany,Regensburg,121691.0,Exposition Site,0,1990
Germany,Regensburg,121691.0,National Capital,0,1990
Germany,Regensburg,121691.0,University,1,1990
Germany,Paderborn,120680.0,Soccer Team,0,1990
Germany,Paderborn,120680.0,State Capital,0,1990
Germany,Paderborn,120680.0,East Germany,0,1990
Germany,Paderborn,120680.0,Industrial Belt,0,1990
Germany,Paderborn,120680.0,License Plate,0,1990
Germany,Paderborn,120680.0,Inter-city Trainline,0,1990
Germany,Paderborn,120680.0,Exposition Site,0,1990
Germany,Paderborn,120680.0,National Capital,0,1990
Germany,Paderborn,120680.0,University,1,1990
Germany,Bottrop,118936.0,Soccer Team,0,1990
Germany,Bottrop,118936.0,State Capital,0,1990
Germany,Bottrop,118936.0,East Germany,0,1990
Germany,Bottrop,118936.0,Industrial Belt,1,1990
Germany,Bottrop,118936.0,License Plate,0,1990
Germany,Bottrop,118936.0,Inter-city Trainline,0,1990
Germany,Bottrop,118936.0,Exposition Site,0,1990
Germany,Bottrop,118936.0,National Capital,0,1990
Germany,Bottrop,118936.0,University,0,1990
Germany,Heilbronn,115843.0,Soccer Team,0,1990
Germany,Heilbronn,115843.0,State Capital,0,1990
Germany,Heilbronn,115843.0,East Germany,0,1990
Germany,Heilbronn,115843.0,Industrial Belt,0,1990
Germany,Heilbronn,115843.0,License Plate,0,1990
Germany,Heilbronn,115843.0,Inter-city Trainline,0,1990
Germany,Heilbronn,115843.0,Exposition Site,0,1990
Germany,Heilbronn,115843.0,National Capital,0,1990
Germany,Heilbronn,115843.0,University,1,1990
Germany,Offenbach,114992.0,Soccer Team,0,1990
Germany,Offenbach,114992.0,State Capital,0,1990
Germany,Offenbach,114992.0,East Germany,0,1990
Germany,Offenbach,114992.0,Industrial Belt,0,1990
Germany,Offenbach,114992.0,License Plate,0,1990
Germany,Offenbach,114992.0,Inter-city Trainline,0,1990
Germany,Offenbach,114992.0,Exposition Site,0,1990
Germany,Offenbach,114992.0,National Capital,0,1990
Germany,Offenbach,114992.0,University,0,1990
Germany,Zwickau,100900.0,Soccer Team,0,1990
Germany,Zwickau,100900.0,State Capital,0,1990
Germany,Zwickau,100900.0,East Germany,1,1990
Germany,Zwickau,100900.0,Industrial Belt,0,1990
Germany,Zwickau,100900.0,License Plate,1,1990
Germany,Zwickau,100900.0,Inter-city Trainline,0,1990
Germany,Zwickau,100900.0,Exposition Site,0,1990
Germany,Zwickau,100900.0,National Capital,0,1990
Germany,Zwickau,100900.0,University,0,1990
Germany,Salzgitter,112302.0,Soccer Team,0,1990
Germany,Salzgitter,112302.0,State Capital,0,1990
Germany,Salzgitter,112302.0,East Germany,0,1990
Germany,Salzgitter,112302.0,Industrial Belt,0,1990
Germany,Salzgitter,112302.0,License Plate,0,1990
Germany,Salzgitter,112302.0,Inter-city Trainline,0,1990
Germany,Salzgitter,112302.0,Exposition Site,0,1990
Germany,Salzgitter,112302.0,National Capital,0,1990
Germany,Salzgitter,112302.0,University,0,1990
Germany,Pforzhein,112944.0,Soccer Team,0,1990
Germany,Pforzhein,112944.0,State Capital,0,1990
Germany,Pforzhein,112944.0,East Germany,0,1990
Germany,Pforzhein,112944.0,Industrial Belt,0,1990
Germany,Pforzhein,112944.0,License Plate,0,1990
Germany,Pforzhein,112944.0,Inter-city Trainline,1,1990
Germany,Pforzhein,112944.0,Exposition Site,0,1990
Germany,Pforzhein,112944.0,National Capital,0,1990
Germany,Pforzhein,112944.0,University,0,1990
Germany,Ulm,110529.0,Soccer Team,0,1990
Germany,Ulm,110529.0,State Capital,0,1990
Germany,Ulm,110529.0,East Germany,0,1990
Germany,Ulm,110529.0,Industrial Belt,0,1990
Germany,Ulm,110529.0,License Plate,0,1990
Germany,Ulm,110529.0,Inter-city Trainline,1,1990
Germany,Ulm,110529.0,Exposition Site,0,1990
Germany,Ulm,110529.0,National Capital,0,1990
Germany,Ulm,110529.0,University,1,1990
Germany,Siegen,109174.0,Soccer Team,0,1990
Germany,Siegen,109174.0,State Capital,0,1990
Germany,Siegen,109174.0,East Germany,0,1990
Germany,Siegen,109174.0,Industrial Belt,0,1990
Germany,Siegen,109174.0,License Plate,0,1990
Germany,Siegen,109174.0,Inter-city Trainline,0,1990
Germany,Siegen,109174.0,Exposition Site,0,1990
Germany,Siegen,109174.0,National Capital,0,1990
Germany,Siegen,109174.0,University,1,1990
Germany,Koblenz,108733.0,Soccer Team,0,1990
Germany,Koblenz,108733.0,State Capital,0,1990
Germany,Koblenz,108733.0,East Germany,0,1990
Germany,Koblenz,108733.0,Industrial Belt,0,1990
Germany,Koblenz,108733.0,License Plate,0,1990
Germany,Koblenz,108733.0,Inter-city Trainline,1,1990
Germany,Koblenz,108733.0,Exposition Site,0,1990
