participant,quarter,condition,question,questionLabel,truth,estimate,session
56,W2023,single,15,live in Texas,9,30.0,1
56,W2023,single,16,are left handed,11,5.0,1
56,W2023,single,17,live in California,12,24.0,1
56,W2023,single,18,are Black,12,15.0,1
56,W2023,single,19,have an advanced degree,12,40.0,1
56,W2023,single,20,are first generation immigrants,14,30.0,1
56,W2023,single,21,are Hispanic,17,18.0,1
56,W2023,single,22,are Catholic,22,68.0,1
56,W2023,single,23,own a gun,32,30.0,1
56,W2023,single,24,have at least a college degree,33,40.0,1
56,W2023,single,25,have a household income over $100K,34,35.0,1
56,W2023,single,26,have a passport,37,38.0,1
56,W2023,single,27,are Democrats,42,55.0,1
56,W2023,single,28,are obese,42,70.0,1
56,W2023,single,29,are Republicans,47,65.0,1
56,W2023,single,30,are married,51,30.0,1
56,W2023,single,31,have at least one child,57,40.0,1
56,W2023,single,32,voted in the 2020 election,62,28.0,1
56,W2023,single,33,have a household income over $50K,62,70.0,1
56,W2023,single,34,are White,64,70.0,1
56,W2023,single,35,own a house,65,60.0,1
56,W2023,single,36,have a pet,67,35.0,1
56,W2023,single,37,are Christian,70,68.0,1
56,W2023,single,38,have read a book in the past year,77,20.0,1
56,W2023,single,39,have a household income over $25K,82,85.0,1
56,W2023,single,40,have a driver's license,83,71.0,1
56,W2023,single,41,own a smartphone,85,76.0,1
56,W2023,single,42,have flown on a plane,88,65.0,1
56,W2023,single,43,own a car,88,80.0,1
56,W2023,single,44,have at least a high school degree,89,70.0,1
280,W2023,single,1,have a household income over $1 million,0,1.0,1
280,W2023,single,2,are transgender,1,0.0,1
280,W2023,single,3,have a household income over $500K,1,2.0,1
280,W2023,single,4,are Muslim,1,5.0,1
280,W2023,single,5,are Native American,1,1.0,1
280,W2023,single,6,are Jewish,2,35.0,1
280,W2023,single,7,live in New York City,3,12.0,1
280,W2023,single,8,are gay or lesbian,3,7.0,1
280,W2023,single,9,are atheists,3,18.0,1
280,W2023,single,10,are bisexual,4,6.0,1
280,W2023,single,11,are members of a union,4,51.0,1
280,W2023,single,12,are vegan or vegetarian,5,10.0,1
280,W2023,single,13,are Asian,6,7.0,1
280,W2023,single,14,are a military veteran,6,5.0,1
280,W2023,single,15,live in Texas,9,6.0,1
280,W2023,single,16,are left handed,11,8.0,1
280,W2023,single,17,live in California,12,5.0,1
280,W2023,single,18,are Black,12,7.0,1
280,W2023,single,19,have an advanced degree,12,35.0,1
280,W2023,single,20,are first generation immigrants,14,14.0,1
280,W2023,single,21,are Hispanic,17,14.0,1
280,W2023,single,22,are Catholic,22,8.0,1
280,W2023,single,23,own a gun,32,29.0,1
280,W2023,single,24,have at least a college degree,33,60.0,1
280,W2023,single,25,have a household income over $100K,34,27.0,1
280,W2023,single,26,have a passport,37,42.0,1
280,W2023,single,27,are Democrats,42,47.0,1
280,W2023,single,28,are obese,42,71.0,1
280,W2023,single,29,are Republicans,47,55.0,1
280,W2023,single,30,are married,51,25.0,1
280,W2023,single,31,have at least one child,57,29.0,1
280,W2023,single,32,voted in the 2020 election,62,44.0,1
280,W2023,single,33,have a household income over $50K,62,28.0,1
280,W2023,single,34,are White,64,42.0,1
280,W2023,single,35,own a house,65,39.0,1
280,W2023,single,36,have a pet,67,69.0,1
280,W2023,single,37,are Christian,70,30.0,1
280,W2023,single,38,have read a book in the past year,77,25.0,1
280,W2023,single,39,have a household income over $25K,82,40.0,1
280,W2023,single,40,have a driver's license,83,70.0,1
280,W2023,single,41,own a smartphone,85,81.0,1
280,W2023,single,42,have flown on a plane,88,18.0,1
280,W2023,single,43,own a car,88,62.0,1
280,W2023,single,44,have at least a high school degree,89,69.0,1
542,W2023,single,1,have a household income over $1 million,0,11.0,1
542,W2023,single,2,are transgender,1,7.0,1
542,W2023,single,3,have a household income over $500K,1,20.0,1
542,W2023,single,4,are Muslim,1,15.0,1
542,W2023,single,5,are Native American,1,2.0,1
542,W2023,single,6,are Jewish,2,20.0,1
542,W2023,single,7,live in New York City,3,1.0,1
542,W2023,single,8,are gay or lesbian,3,30.0,1
542,W2023,single,9,are atheists,3,38.0,1
542,W2023,single,10,are bisexual,4,11.0,1
542,W2023,single,11,are members of a union,4,16.0,1
542,W2023,single,12,are vegan or vegetarian,5,20.0,1
542,W2023,single,13,are Asian,6,7.0,1
542,W2023,single,14,are a military veteran,6,14.0,1
542,W2023,single,15,live in Texas,9,10.0,1
542,W2023,single,16,are left handed,11,30.0,1
542,W2023,single,17,live in California,12,15.0,1
542,W2023,single,18,are Black,12,24.0,1
542,W2023,single,19,have an advanced degree,12,40.0,1
542,W2023,single,20,are first generation immigrants,14,25.0,1
542,W2023,single,21,are Hispanic,17,20.0,1
542,W2023,single,22,are Catholic,22,22.0,1
542,W2023,single,23,own a gun,32,20.0,1
542,W2023,single,24,have at least a college degree,33,42.0,1
542,W2023,single,25,have a household income over $100K,34,35.0,1
542,W2023,single,26,have a passport,37,40.0,1
542,W2023,single,27,are Democrats,42,50.0,1
542,W2023,single,28,are obese,42,19.0,1
542,W2023,single,29,are Republicans,47,48.0,1
542,W2023,single,30,are married,51,46.0,1
542,W2023,single,31,have at least one child,57,60.0,1
542,W2023,single,32,voted in the 2020 election,62,70.0,1
542,W2023,single,33,have a household income over $50K,62,59.0,1
542,W2023,single,34,are White,64,70.0,1
542,W2023,single,35,own a house,65,40.0,1
542,W2023,single,36,have a pet,67,33.0,1
542,W2023,single,37,are Christian,70,48.0,1
542,W2023,single,38,have read a book in the past year,77,62.0,1
542,W2023,single,39,have a household income over $25K,82,70.0,1
542,W2023,single,40,have a driver's license,83,74.0,1
542,W2023,single,41,own a smartphone,85,91.0,1
542,W2023,single,42,have flown on a plane,88,54.0,1
542,W2023,single,43,own a car,88,38.0,1
542,W2023,single,44,have at least a high school degree,89,72.0,1
284,W2023,single,1,have a household income over $1 million,0,1.0,1
284,W2023,single,2,are transgender,1,14.0,1
284,W2023,single,3,have a household income over $500K,1,3.0,1
284,W2023,single,4,are Muslim,1,18.0,1
284,W2023,single,5,are Native American,1,13.0,1
284,W2023,single,6,are Jewish,2,8.0,1
284,W2023,single,7,live in New York City,3,22.0,1
284,W2023,single,8,are gay or lesbian,3,25.0,1
284,W2023,single,9,are atheists,3,23.0,1
284,W2023,single,10,are bisexual,4,18.0,1
284,W2023,single,11,are members of a union,4,34.0,1
284,W2023,single,12,are vegan or vegetarian,5,10.0,1
284,W2023,single,13,are Asian,6,29.0,1
284,W2023,single,14,are a military veteran,6,13.0,1
284,W2023,single,15,live in Texas,9,9.0,1
284,W2023,single,16,are left handed,11,24.0,1
284,W2023,single,17,live in California,12,23.0,1
284,W2023,single,18,are Black,12,29.0,1
284,W2023,single,19,have an advanced degree,12,25.0,1
284,W2023,single,20,are first generation immigrants,14,34.0,1
284,W2023,single,21,are Hispanic,17,42.0,1
284,W2023,single,22,are Catholic,22,17.0,1
284,W2023,single,23,own a gun,32,11.0,1
284,W2023,single,24,have at least a college degree,33,28.0,1
284,W2023,single,25,have a household income over $100K,34,10.0,1
284,W2023,single,26,have a passport,37,69.0,1
284,W2023,single,27,are Democrats,42,29.0,1
284,W2023,single,28,are obese,42,19.0,1
284,W2023,single,29,are Republicans,47,28.0,1
284,W2023,single,30,are married,51,13.0,1
284,W2023,single,31,have at least one child,57,12.0,1
284,W2023,single,32,voted in the 2020 election,62,32.0,1
284,W2023,single,33,have a household income over $50K,62,10.0,1
284,W2023,single,34,are White,64,27.0,1
284,W2023,single,35,own a house,65,20.0,1
284,W2023,single,36,have a pet,67,41.0,1
284,W2023,single,37,are Christian,70,31.0,1
284,W2023,single,38,have read a book in the past year,77,42.0,1
284,W2023,single,39,have a household income over $25K,82,22.0,1
284,W2023,single,40,have a driver's license,83,54.0,1
284,W2023,single,41,own a smartphone,85,55.0,1
284,W2023,single,42,have flown on a plane,88,49.0,1
284,W2023,single,43,own a car,88,25.0,1
284,W2023,single,44,have at least a high school degree,89,32.0,1
550,W2023,single,1,have a household income over $1 million,0,9.0,1
550,W2023,single,2,are transgender,1,67.0,1
550,W2023,single,3,have a household income over $500K,1,20.0,1
550,W2023,single,4,are Muslim,1,29.0,1
550,W2023,single,5,are Native American,1,70.0,1
550,W2023,single,6,are Jewish,2,45.0,1
550,W2023,single,7,live in New York City,3,87.0,1
550,W2023,single,8,are gay or lesbian,3,68.0,1
550,W2023,single,9,are atheists,3,30.0,1
550,W2023,single,10,are bisexual,4,47.0,1
550,W2023,single,11,are members of a union,4,45.0,1
550,W2023,single,12,are vegan or vegetarian,5,56.0,1
550,W2023,single,13,are Asian,6,54.0,1
550,W2023,single,14,are a military veteran,6,51.0,1
550,W2023,single,15,live in Texas,9,52.0,1
550,W2023,single,16,are left handed,11,70.0,1
550,W2023,single,17,live in California,12,81.0,1
550,W2023,single,18,are Black,12,81.0,1
550,W2023,single,19,have an advanced degree,12,51.0,1
550,W2023,single,20,are first generation immigrants,14,76.0,1
550,W2023,single,21,are Hispanic,17,65.0,1
550,W2023,single,22,are Catholic,22,51.0,1
550,W2023,single,23,own a gun,32,59.0,1
550,W2023,single,24,have at least a college degree,33,79.0,1
550,W2023,single,25,have a household income over $100K,34,49.0,1
550,W2023,single,26,have a passport,37,44.0,1
550,W2023,single,27,are Democrats,42,79.0,1
550,W2023,single,28,are obese,42,93.0,1
550,W2023,single,29,are Republicans,47,40.0,1
550,W2023,single,30,are married,51,50.0,1
550,W2023,single,31,have at least one child,57,91.0,1
550,W2023,single,32,voted in the 2020 election,62,84.0,1
550,W2023,single,33,have a household income over $50K,62,48.0,1
550,W2023,single,34,are White,64,56.0,1
550,W2023,single,35,own a house,65,56.0,1
550,W2023,single,36,have a pet,67,52.0,1
550,W2023,single,37,are Christian,70,62.0,1
550,W2023,single,38,have read a book in the past year,77,60.0,1
550,W2023,single,39,have a household income over $25K,82,65.0,1
550,W2023,single,40,have a driver's license,83,43.0,1
550,W2023,single,41,own a smartphone,85,60.0,1
550,W2023,single,42,have flown on a plane,88,20.0,1
550,W2023,single,43,own a car,88,78.0,1
550,W2023,single,44,have at least a high school degree,89,58.0,1
558,W2023,single,1,have a household income over $1 million,0,13.0,1
558,W2023,single,2,are transgender,1,17.0,1
558,W2023,single,3,have a household income over $500K,1,24.0,1
558,W2023,single,4,are Muslim,1,20.0,1
558,W2023,single,5,are Native American,1,6.0,1
558,W2023,single,6,are Jewish,2,31.0,1
558,W2023,single,7,live in New York City,3,40.0,1
558,W2023,single,8,are gay or lesbian,3,59.0,1
558,W2023,single,9,are atheists,3,30.0,1
558,W2023,single,10,are bisexual,4,26.0,1
558,W2023,single,11,are members of a union,4,56.0,1
558,W2023,single,12,are vegan or vegetarian,5,40.0,1
558,W2023,single,13,are Asian,6,32.0,1
558,W2023,single,14,are a military veteran,6,42.0,1
558,W2023,single,15,live in Texas,9,37.0,1
558,W2023,single,16,are left handed,11,22.0,1
558,W2023,single,17,live in California,12,33.0,1
558,W2023,single,18,are Black,12,63.0,1
558,W2023,single,19,have an advanced degree,12,54.0,1
558,W2023,single,20,are first generation immigrants,14,79.0,1
558,W2023,single,21,are Hispanic,17,44.0,1
558,W2023,single,22,are Catholic,22,69.0,1
558,W2023,single,23,own a gun,32,59.0,1
558,W2023,single,24,have at least a college degree,33,36.0,1
558,W2023,single,25,have a household income over $100K,34,32.0,1
558,W2023,single,26,have a passport,37,78.0,1
558,W2023,single,27,are Democrats,42,64.0,1
558,W2023,single,28,are obese,42,76.0,1
558,W2023,single,29,are Republicans,47,68.0,1
558,W2023,single,30,are married,51,66.0,1
558,W2023,single,31,have at least one child,57,75.0,1
558,W2023,single,32,voted in the 2020 election,62,92.0,1
558,W2023,single,33,have a household income over $50K,62,25.0,1
558,W2023,single,34,are White,64,68.0,1
558,W2023,single,35,own a house,65,40.0,1
558,W2023,single,36,have a pet,67,82.0,1
558,W2023,single,37,are Christian,70,83.0,1
558,W2023,single,38,have read a book in the past year,77,72.0,1
558,W2023,single,39,have a household income over $25K,82,58.0,1
558,W2023,single,40,have a driver's license,83,68.0,1
558,W2023,single,41,own a smartphone,85,96.0,1
558,W2023,single,42,have flown on a plane,88,40.0,1
558,W2023,single,43,own a car,88,84.0,1
558,W2023,single,44,have at least a high school degree,89,71.0,1
332,W2023,single,1,have a household income over $1 million,0,0.0,1
332,W2023,single,2,are transgender,1,8.0,1
332,W2023,single,3,have a household income over $500K,1,12.0,1
332,W2023,single,4,are Muslim,1,10.0,1
332,W2023,single,5,are Native American,1,4.0,1
332,W2023,single,6,are Jewish,2,17.0,1
332,W2023,single,7,live in New York City,3,10.0,1
332,W2023,single,8,are gay or lesbian,3,46.0,1
332,W2023,single,9,are atheists,3,7.0,1
332,W2023,single,10,are bisexual,4,25.0,1
332,W2023,single,11,are members of a union,4,64.0,1
332,W2023,single,12,are vegan or vegetarian,5,67.0,1
332,W2023,single,13,are Asian,6,18.0,1
332,W2023,single,14,are a military veteran,6,36.0,1
332,W2023,single,15,live in Texas,9,10.0,1
332,W2023,single,16,are left handed,11,20.0,1
332,W2023,single,17,live in California,12,13.0,1
332,W2023,single,18,are Black,12,34.0,1
332,W2023,single,19,have an advanced degree,12,34.0,1
332,W2023,single,20,are first generation immigrants,14,30.0,1
332,W2023,single,21,are Hispanic,17,18.0,1
332,W2023,single,22,are Catholic,22,33.0,1
332,W2023,single,23,own a gun,32,26.0,1
332,W2023,single,24,have at least a college degree,33,59.0,1
332,W2023,single,25,have a household income over $100K,34,12.0,1
332,W2023,single,26,have a passport,37,77.0,1
332,W2023,single,27,are Democrats,42,62.0,1
332,W2023,single,28,are obese,42,68.0,1
332,W2023,single,29,are Republicans,47,71.0,1
332,W2023,single,30,are married,51,40.0,1
332,W2023,single,31,have at least one child,57,40.0,1
332,W2023,single,32,voted in the 2020 election,62,84.0,1
332,W2023,single,33,have a household income over $50K,62,45.0,1
332,W2023,single,34,are White,64,81.0,1
332,W2023,single,35,own a house,65,27.0,1
332,W2023,single,36,have a pet,67,100.0,1
332,W2023,single,37,are Christian,70,36.0,1
332,W2023,single,38,have read a book in the past year,77,8.0,1
332,W2023,single,39,have a household income over $25K,82,24.0,1
332,W2023,single,40,have a driver's license,83,71.0,1
332,W2023,single,41,own a smartphone,85,99.0,1
332,W2023,single,42,have flown on a plane,88,54.0,1
332,W2023,single,43,own a car,88,82.0,1
332,W2023,single,44,have at least a high school degree,89,68.0,1
451,W2023,single,1,have a household income over $1 million,0,2.0,1
451,W2023,single,2,are transgender,1,7.0,1
451,W2023,single,3,have a household income over $500K,1,4.0,1
451,W2023,single,4,are Muslim,1,22.0,1
451,W2023,single,5,are Native American,1,4.0,1
451,W2023,single,6,are Jewish,2,7.0,1
451,W2023,single,7,live in New York City,3,11.0,1
451,W2023,single,8,are gay or lesbian,3,10.0,1
451,W2023,single,9,are atheists,3,35.0,1
451,W2023,single,10,are bisexual,4,2.0,1
451,W2023,single,11,are members of a union,4,15.0,1
451,W2023,single,12,are vegan or vegetarian,5,10.0,1
451,W2023,single,13,are Asian,6,20.0,1
451,W2023,single,14,are a military veteran,6,30.0,1
451,W2023,single,15,live in Texas,9,9.0,1
451,W2023,single,16,are left handed,11,16.0,1
451,W2023,single,17,live in California,12,8.0,1
451,W2023,single,18,are Black,12,14.0,1
451,W2023,single,19,have an advanced degree,12,25.0,1
451,W2023,single,20,are first generation immigrants,14,45.0,1
451,W2023,single,21,are Hispanic,17,33.0,1
451,W2023,single,22,are Catholic,22,34.0,1
451,W2023,single,23,own a gun,32,40.0,1
451,W2023,single,24,have at least a college degree,33,40.0,1
451,W2023,single,25,have a household income over $100K,34,7.0,1
451,W2023,single,26,have a passport,37,71.0,1
451,W2023,single,27,are Democrats,42,43.0,1
451,W2023,single,28,are obese,42,64.0,1
451,W2023,single,29,are Republicans,47,40.0,1
451,W2023,single,30,are married,51,35.0,1
451,W2023,single,31,have at least one child,57,65.0,1
451,W2023,single,32,voted in the 2020 election,62,30.0,1
451,W2023,single,33,have a household income over $50K,62,23.0,1
451,W2023,single,34,are White,64,40.0,1
451,W2023,single,35,own a house,65,15.0,1
451,W2023,single,36,have a pet,67,30.0,1
451,W2023,single,37,are Christian,70,42.0,1
451,W2023,single,38,have read a book in the past year,77,11.0,1
451,W2023,single,39,have a household income over $25K,82,46.0,1
451,W2023,single,40,have a driver's license,83,55.0,1
451,W2023,single,41,own a smartphone,85,80.0,1
451,W2023,single,42,have flown on a plane,88,45.0,1
451,W2023,single,43,own a car,88,70.0,1
451,W2023,single,44,have at least a high school degree,89,70.0,1
547,W2023,single,1,have a household income over $1 million,0,2.0,1
547,W2023,single,2,are transgender,1,3.0,1
547,W2023,single,3,have a household income over $500K,1,6.0,1
547,W2023,single,4,are Muslim,1,5.0,1
547,W2023,single,5,are Native American,1,2.0,1
547,W2023,single,6,are Jewish,2,5.0,1
547,W2023,single,7,live in New York City,3,9.0,1
547,W2023,single,8,are gay or lesbian,3,13.0,1
547,W2023,single,9,are atheists,3,39.0,1
547,W2023,single,10,are bisexual,4,30.0,1
547,W2023,single,11,are members of a union,4,51.0,1
547,W2023,single,12,are vegan or vegetarian,5,30.0,1
547,W2023,single,13,are Asian,6,12.0,1
547,W2023,single,14,are a military veteran,6,22.0,1
547,W2023,single,15,live in Texas,9,7.0,1
547,W2023,single,16,are left handed,11,19.0,1
547,W2023,single,17,live in California,12,9.0,1
547,W2023,single,18,are Black,12,19.0,1
547,W2023,single,19,have an advanced degree,12,48.0,1
547,W2023,single,20,are first generation immigrants,14,39.0,1
547,W2023,single,21,are Hispanic,17,9.0,1
547,W2023,single,22,are Catholic,22,15.0,1
547,W2023,single,23,own a gun,32,9.0,1
547,W2023,single,24,have at least a college degree,33,60.0,1
547,W2023,single,25,have a household income over $100K,34,60.0,1
547,W2023,single,26,have a passport,37,81.0,1
547,W2023,single,27,are Democrats,42,58.0,1
547,W2023,single,28,are obese,42,39.0,1
547,W2023,single,29,are Republicans,47,40.0,1
547,W2023,single,30,are married,51,51.0,1
547,W2023,single,31,have at least one child,57,51.0,1
547,W2023,single,32,voted in the 2020 election,62,71.0,1
547,W2023,single,33,have a household income over $50K,62,50.0,1
547,W2023,single,34,are White,64,51.0,1
547,W2023,single,35,own a house,65,51.0,1
547,W2023,single,36,have a pet,67,60.0,1
547,W2023,single,37,are Christian,70,50.0,1
547,W2023,single,38,have read a book in the past year,77,51.0,1
547,W2023,single,39,have a household income over $25K,82,72.0,1
547,W2023,single,40,have a driver's license,83,71.0,1
547,W2023,single,41,own a smartphone,85,81.0,1
547,W2023,single,42,have flown on a plane,88,52.0,1
547,W2023,single,43,own a car,88,45.0,1
547,W2023,single,44,have at least a high school degree,89,77.0,1
71,W2023,single,1,have a household income over $1 million,0,13.0,1
71,W2023,single,2,are transgender,1,11.0,1
71,W2023,single,3,have a household income over $500K,1,20.0,1
71,W2023,single,4,are Muslim,1,31.0,1
71,W2023,single,5,are Native American,1,60.0,1
71,W2023,single,6,are Jewish,2,21.0,1
71,W2023,single,7,live in New York City,3,20.0,1
71,W2023,single,8,are gay or lesbian,3,29.0,1
71,W2023,single,9,are atheists,3,23.0,1
71,W2023,single,10,are bisexual,4,60.0,1
71,W2023,single,11,are members of a union,4,62.0,1
71,W2023,single,12,are vegan or vegetarian,5,41.0,1
71,W2023,single,13,are Asian,6,20.0,1
71,W2023,single,14,are a military veteran,6,40.0,1
71,W2023,single,15,live in Texas,9,16.0,1
71,W2023,single,16,are left handed,11,50.0,1
71,W2023,single,17,live in California,12,29.0,1
71,W2023,single,18,are Black,12,40.0,1
71,W2023,single,19,have an advanced degree,12,81.0,1
71,W2023,single,20,are first generation immigrants,14,30.0,1
71,W2023,single,21,are Hispanic,17,40.0,1
71,W2023,single,22,are Catholic,22,25.0,1
71,W2023,single,23,own a gun,32,80.0,1
71,W2023,single,24,have at least a college degree,33,70.0,1
71,W2023,single,25,have a household income over $100K,34,80.0,1
71,W2023,single,26,have a passport,37,75.0,1
71,W2023,single,27,are Democrats,42,49.0,1
71,W2023,single,28,are obese,42,75.0,1
71,W2023,single,29,are Republicans,47,50.0,1
71,W2023,single,30,are married,51,50.0,1
71,W2023,single,31,have at least one child,57,75.0,1
71,W2023,single,32,voted in the 2020 election,62,96.0,1
71,W2023,single,33,have a household income over $50K,62,100.0,1
71,W2023,single,34,are White,64,55.0,1
71,W2023,single,35,own a house,65,90.0,1
71,W2023,single,36,have a pet,67,71.0,1
71,W2023,single,37,are Christian,70,56.0,1
71,W2023,single,38,have read a book in the past year,77,70.0,1
71,W2023,single,39,have a household income over $25K,82,100.0,1
71,W2023,single,40,have a driver's license,83,80.0,1
71,W2023,single,41,own a smartphone,85,100.0,1
71,W2023,single,42,have flown on a plane,88,91.0,1
71,W2023,single,43,own a car,88,68.0,1
71,W2023,single,44,have at least a high school degree,89,89.0,1
258,W2023,single,1,have a household income over $1 million,0,29.0,1
258,W2023,single,2,are transgender,1,40.0,1
258,W2023,single,3,have a household income over $500K,1,60.0,1
258,W2023,single,4,are Muslim,1,66.0,1
258,W2023,single,5,are Native American,1,63.0,1
258,W2023,single,6,are Jewish,2,72.0,1
258,W2023,single,7,live in New York City,3,39.0,1
258,W2023,single,8,are gay or lesbian,3,62.0,1
258,W2023,single,9,are atheists,3,21.0,1
258,W2023,single,10,are bisexual,4,51.0,1
258,W2023,single,11,are members of a union,4,81.0,1
258,W2023,single,12,are vegan or vegetarian,5,69.0,1
258,W2023,single,13,are Asian,6,40.0,1
258,W2023,single,14,are a military veteran,6,57.0,1
258,W2023,single,15,live in Texas,9,59.0,1
258,W2023,single,16,are left handed,11,82.0,1
258,W2023,single,17,live in California,12,49.0,1
258,W2023,single,18,are Black,12,58.0,1
258,W2023,single,19,have an advanced degree,12,60.0,1
258,W2023,single,20,are first generation immigrants,14,70.0,1
258,W2023,single,21,are Hispanic,17,72.0,1
258,W2023,single,22,are Catholic,22,72.0,1
258,W2023,single,23,own a gun,32,92.0,1
258,W2023,single,24,have at least a college degree,33,71.0,1
258,W2023,single,25,have a household income over $100K,34,70.0,1
258,W2023,single,26,have a passport,37,82.0,1
258,W2023,single,27,are Democrats,42,54.0,1
258,W2023,single,28,are obese,42,45.0,1
258,W2023,single,29,are Republicans,47,48.0,1
258,W2023,single,30,are married,51,72.0,1
258,W2023,single,31,have at least one child,57,61.0,1
258,W2023,single,32,voted in the 2020 election,62,96.0,1
258,W2023,single,33,have a household income over $50K,62,61.0,1
258,W2023,single,34,are White,64,71.0,1
258,W2023,single,35,own a house,65,60.0,1
258,W2023,single,36,have a pet,67,71.0,1
258,W2023,single,37,are Christian,70,83.0,1
258,W2023,single,38,have read a book in the past year,77,61.0,1
258,W2023,single,39,have a household income over $25K,82,97.0,1
258,W2023,single,40,have a driver's license,83,82.0,1
258,W2023,single,41,own a smartphone,85,95.0,1
258,W2023,single,42,have flown on a plane,88,79.0,1
258,W2023,single,43,own a car,88,90.0,1
258,W2023,single,44,have at least a high school degree,89,82.0,1
443,W2023,single,1,have a household income over $1 million,0,2.0,1
443,W2023,single,2,are transgender,1,20.0,1
443,W2023,single,3,have a household income over $500K,1,4.0,1
443,W2023,single,4,are Muslim,1,15.0,1
443,W2023,single,5,are Native American,1,22.0,1
443,W2023,single,6,are Jewish,2,9.0,1
443,W2023,single,7,live in New York City,3,14.0,1
443,W2023,single,8,are gay or lesbian,3,31.0,1
443,W2023,single,9,are atheists,3,41.0,1
443,W2023,single,10,are bisexual,4,20.0,1
443,W2023,single,11,are members of a union,4,26.0,1
443,W2023,single,12,are vegan or vegetarian,5,26.0,1
443,W2023,single,13,are Asian,6,30.0,1
443,W2023,single,14,are a military veteran,6,38.0,1
443,W2023,single,15,live in Texas,9,19.0,1
443,W2023,single,16,are left handed,11,37.0,1
443,W2023,single,17,live in California,12,26.0,1
443,W2023,single,18,are Black,12,19.0,1
443,W2023,single,19,have an advanced degree,12,31.0,1
443,W2023,single,20,are first generation immigrants,14,45.0,1
443,W2023,single,21,are Hispanic,17,39.0,1
443,W2023,single,22,are Catholic,22,68.0,1
443,W2023,single,23,own a gun,32,42.0,1
443,W2023,single,24,have at least a college degree,33,45.0,1
443,W2023,single,25,have a household income over $100K,34,23.0,1
443,W2023,single,26,have a passport,37,70.0,1
443,W2023,single,27,are Democrats,42,40.0,1
443,W2023,single,28,are obese,42,64.0,1
443,W2023,single,29,are Republicans,47,40.0,1
443,W2023,single,30,are married,51,63.0,1
443,W2023,single,31,have at least one child,57,77.0,1
443,W2023,single,32,voted in the 2020 election,62,62.0,1
443,W2023,single,33,have a household income over $50K,62,4.0,1
443,W2023,single,34,are White,64,60.0,1
443,W2023,single,35,own a house,65,46.0,1
443,W2023,single,36,have a pet,67,73.0,1
443,W2023,single,37,are Christian,70,71.0,1
443,W2023,single,38,have read a book in the past year,77,45.0,1
443,W2023,single,39,have a household income over $25K,82,73.0,1
443,W2023,single,40,have a driver's license,83,87.0,1
443,W2023,single,41,own a smartphone,85,59.0,1
443,W2023,single,42,have flown on a plane,88,73.0,1
443,W2023,single,43,own a car,88,54.0,1
443,W2023,single,44,have at least a high school degree,89,60.0,1
534,W2023,single,1,have a household income over $1 million,0,1.0,1
534,W2023,single,2,are transgender,1,10.0,1
534,W2023,single,3,have a household income over $500K,1,1.0,1
534,W2023,single,4,are Muslim,1,22.0,1
534,W2023,single,5,are Native American,1,6.0,1
534,W2023,single,6,are Jewish,2,5.0,1
534,W2023,single,7,live in New York City,3,8.0,1
534,W2023,single,8,are gay or lesbian,3,25.0,1
534,W2023,single,9,are atheists,3,24.0,1
534,W2023,single,10,are bisexual,4,8.0,1
534,W2023,single,11,are members of a union,4,65.0,1
534,W2023,single,12,are vegan or vegetarian,5,30.0,1
534,W2023,single,13,are Asian,6,9.0,1
534,W2023,single,14,are a military veteran,6,15.0,1
534,W2023,single,15,live in Texas,9,10.0,1
534,W2023,single,16,are left handed,11,10.0,1
534,W2023,single,17,live in California,12,20.0,1
534,W2023,single,18,are Black,12,15.0,1
534,W2023,single,19,have an advanced degree,12,6.0,1
534,W2023,single,20,are first generation immigrants,14,25.0,1
534,W2023,single,21,are Hispanic,17,25.0,1
534,W2023,single,22,are Catholic,22,25.0,1
534,W2023,single,23,own a gun,32,20.0,1
534,W2023,single,24,have at least a college degree,33,29.0,1
534,W2023,single,25,have a household income over $100K,34,5.0,1
534,W2023,single,26,have a passport,37,55.0,1
534,W2023,single,27,are Democrats,42,35.0,1
534,W2023,single,28,are obese,42,25.0,1
534,W2023,single,29,are Republicans,47,35.0,1
534,W2023,single,30,are married,51,30.0,1
534,W2023,single,31,have at least one child,57,30.0,1
534,W2023,single,32,voted in the 2020 election,62,50.0,1
534,W2023,single,33,have a household income over $50K,62,40.0,1
534,W2023,single,34,are White,64,61.0,1
534,W2023,single,35,own a house,65,19.0,1
534,W2023,single,36,have a pet,67,55.0,1
534,W2023,single,37,are Christian,70,40.0,1
534,W2023,single,38,have read a book in the past year,77,40.0,1
534,W2023,single,39,have a household income over $25K,82,80.0,1
534,W2023,single,40,have a driver's license,83,64.0,1
534,W2023,single,41,own a smartphone,85,80.0,1
534,W2023,single,42,have flown on a plane,88,30.0,1
534,W2023,single,43,own a car,88,40.0,1
534,W2023,single,44,have at least a high school degree,89,75.0,1
196,W2023,single,1,have a household income over $1 million,0,15.0,1
196,W2023,single,2,are transgender,1,32.0,1
196,W2023,single,3,have a household income over $500K,1,13.0,1
196,W2023,single,4,are Muslim,1,34.0,1
196,W2023,single,5,are Native American,1,21.0,1
196,W2023,single,6,are Jewish,2,24.0,1
196,W2023,single,7,live in New York City,3,20.0,1
196,W2023,single,8,are gay or lesbian,3,44.0,1
196,W2023,single,9,are atheists,3,19.0,1
196,W2023,single,10,are bisexual,4,32.0,1
196,W2023,single,11,are members of a union,4,27.0,1
196,W2023,single,12,are vegan or vegetarian,5,46.0,1
