decision,majority,crowd,accuracy
4766,51,51,1
4767,51,51,1
4768,51,51,1
4769,50,51,1
4770,50,51,1
4771,31,50,0
4772,38,50,0
4773,30,51,0
4774,40,49,0
4775,47,51,1
4776,44,51,1
4777,39,48,0
4778,49,51,1
4779,50,51,1
4780,50,51,1
4781,33,49,0
4782,44,51,1
4783,49,51,1
4784,36,48,0
4785,51,51,1
4786,47,47,0
4787,43,47,0
4788,46,51,1
4789,40,47,0
4790,36,50,1
4791,44,47,0
4792,44,52,1
4793,50,51,1
4794,50,51,1
4795,46,51,1
4796,48,51,1
4797,40,51,1
4798,45,51,1
4799,51,51,1
4800,38,51,1
4801,48,51,0
4802,47,51,0
4803,51,51,1
4804,48,51,1
4805,45,52,0
4806,49,51,1
4807,50,51,1
4808,51,51,1
4809,51,51,1
4810,45,51,1
4811,51,51,1
4812,51,51,1
4813,51,51,1
4814,48,51,1
4815,39,47,1
4816,27,50,1
4817,40,47,0
4818,44,51,0
4819,48,51,1
4820,38,47,1
4821,48,51,0
4822,50,51,1
4823,51,51,1
4824,33,48,1
4825,49,51,0
4826,50,51,1
4827,37,47,1
4828,50,51,1
4829,45,45,1
4830,45,45,1
4831,47,50,0
4832,42,45,1
4833,38,51,0
4834,44,45,1
4835,44,51,0
4836,42,49,1
4837,18,29,0
4838,51,51,1
4839,47,51,1
4840,30,42,1
4841,51,51,0
4842,51,51,1
4843,51,51,1
4844,37,47,1
4845,48,51,1
4846,50,51,1
4847,16,31,1
4848,51,51,1
4849,26,26,0
4850,23,26,1
4851,44,50,1
4852,20,28,0
4853,43,50,1
4854,25,27,1
4855,45,51,0
4856,41,50,0
4857,40,51,1
4858,41,51,1
4859,41,50,0
4860,42,51,0
4861,51,51,1
4862,51,51,1
4863,34,49,0
4864,38,51,1
4865,47,51,1
4866,40,45,0
4867,51,51,1
4868,45,45,0
4869,45,45,1
4870,40,50,1
4871,43,46,0
4872,36,50,1
4873,44,45,1
4874,38,51,0
4875,47,51,0
4876,47,50,0
4877,27,41,0
4878,46,51,0
4879,51,51,1
4880,51,51,0
4881,38,48,0
4882,46,51,0
4883,50,51,1
4884,16,32,1
4885,51,51,1
4886,24,25,1
4887,23,25,1
4888,46,51,0
4889,19,27,1
4890,43,51,0
4891,23,26,1
4892,46,52,0
4893,37,51,0
4894,48,51,0
4895,38,51,0
4896,49,51,1
4897,48,51,1
4898,47,51,0
4899,41,51,0
4900,46,51,1
4901,45,51,0
4902,51,51,1
4903,51,51,0
4904,51,51,1
4905,27,51,1
4906,48,51,0
4907,42,51,0
4908,51,51,1
4909,42,51,1
4910,49,50,1
4911,41,51,0
4912,50,51,1
4913,51,51,1
4914,48,51,1
4915,37,51,1
4916,48,51,1
4917,47,51,1
4918,49,51,1
4919,50,50,1
4920,49,50,1
4921,34,51,0
4922,50,51,1
4923,44,51,1
4924,49,50,1
4925,30,51,1
4926,48,51,0
4927,51,51,1
4928,51,51,1
4929,36,48,0
4930,48,51,1
4931,50,51,1
4932,26,40,0
4933,51,51,1
4934,36,36,0
4935,33,36,1
4936,49,50,0
4937,31,37,0
4938,43,50,0
4939,35,37,1
4940,46,51,0
4941,49,51,1
4942,48,51,1
4943,44,51,0
4944,46,51,0
4945,47,51,1
4946,45,51,0
4947,51,51,1
4948,51,51,0
4949,50,51,1
4950,37,51,0
4951,47,51,0
4952,47,51,0
4953,51,51,0
4954,46,51,0
4955,37,51,1
4956,51,51,1
4957,50,51,1
4958,40,51,0
4959,50,51,1
4960,44,51,1
4961,51,51,1
4962,51,51,1
4963,50,51,1
4964,51,51,1
4965,51,51,1
4966,51,51,1
4967,51,51,1
4968,51,51,1
4969,51,51,1
4970,31,51,0
4971,51,51,1
4972,42,51,1
4973,51,51,1
4974,51,51,1
4975,49,51,1
4976,51,51,1
4977,51,51,1
4978,51,51,1
4979,51,51,1
4980,45,51,1
4981,50,51,1
4982,34,46,0
4983,51,51,1
4984,45,45,0
4985,44,45,1
4986,46,50,1
4987,41,46,0
4988,38,50,1
4989,45,45,1
4990,43,51,0
4991,49,51,1
4992,46,51,0
4993,51,51,1
4994,51,51,0
4995,51,51,1
4996,39,51,0
4997,49,51,0
4998,43,51,1
4999,51,51,1
5000,36,51,0
5001,48,51,1
5002,47,51,1
5003,51,51,1
5004,51,51,1
5005,49,51,1
5006,50,51,1
5007,50,51,1
5008,51,51,1
5009,49,51,1
5010,50,51,1
5011,21,21,0
5012,20,21,1
5013,46,49,0
5014,19,22,0
5015,41,49,0
5016,21,23,1
5017,44,51,0
5018,51,51,1
5019,51,51,1
5020,50,51,1
5021,51,51,1
5022,51,51,1
5023,51,51,1
5024,51,51,1
5025,11,12,0
5026,49,49,0
5027,13,15,1
5028,49,49,0
5029,13,14,0
5030,51,51,0
5031,49,49,1
5032,10,15,1
5033,48,49,1
5034,8,14,0
5035,50,51,1
5036,48,50,0
5037,45,50,0
5038,49,49,1
5039,38,51,1
5040,47,50,0
5041,10,17,1
5042,47,51,0
5043,47,49,1
5044,42,51,0
5045,50,51,1
5046,36,55,1
5047,47,55,1
5048,30,55,1
5049,48,55,1
5050,55,55,1
5051,53,55,1
5052,42,55,1
5053,55,55,1
5054,54,55,1
5055,39,55,0
5056,55,55,1
5057,47,55,1
5058,38,55,1
5059,53,55,1
5060,55,55,1
5061,55,55,1
5062,45,55,1
5063,55,55,1
5064,55,55,1
5065,33,55,0
5066,55,55,1
5067,49,55,1
5068,54,55,1
5069,55,55,1
5070,55,55,1
5071,52,55,1
5072,55,55,1
5073,55,55,1
5074,48,55,1
5075,55,55,1
5076,48,55,1
5077,53,53,1
5078,53,55,1
5079,45,55,1
5080,53,53,1
5081,51,54,1
5082,40,55,0
5083,53,54,1
5084,51,53,1
5085,36,55,0
5086,47,55,1
5087,53,53,0
5088,51,53,0
5089,50,55,0
5090,48,54,0
5091,51,54,1
5092,54,55,1
5093,22,33,0
5094,24,35,1
5095,55,55,1
5096,46,52,1
5097,52,55,0
5098,53,54,1
5099,44,54,1
5100,55,55,0
5101,50,55,1
5102,55,55,1
5103,54,55,0
5104,45,55,0
5105,54,55,0
5106,27,32,1
5107,55,55,0
5108,51,52,1
5109,55,55,0
5110,37,53,1
5111,55,55,0
5112,24,24,0
5113,22,24,1
5114,23,24,1
5115,23,24,0
5116,24,24,0
5117,24,24,0
5118,20,24,0
5119,24,24,0
5120,24,24,0
5121,24,24,1
5122,24,24,0
5123,24,24,0
5124,24,24,0
5125,21,24,1
5126,24,24,1
5127,24,24,0
5128,24,24,0
5129,24,24,0
5130,23,24,1
5131,23,24,0
5132,22,24,1
5133,19,24,1
5134,19,24,1
5135,19,24,0
5136,18,24,0
5137,17,24,0
5138,24,24,0
5139,24,24,1
5140,23,24,0
5141,16,24,0
5142,24,24,1
5143,24,24,1
5144,24,24,0
5145,21,24,0
5146,24,24,0
5147,24,24,1
5148,24,24,1
5149,24,24,1
5150,24,24,0
5151,20,24,1
5152,24,24,0
5153,24,24,0
5154,16,24,1
5155,24,24,0
5156,21,24,0
5157,24,24,0
5158,24,24,0
5159,24,24,0
5160,22,24,0
5161,23,24,0
5162,24,24,0
5163,22,24,0
5164,24,24,1
5165,23,24,0
5166,19,24,0
5167,23,24,0
5168,24,24,0
5169,24,24,0
5170,24,24,0
5171,22,24,0
5172,24,24,0
5173,24,24,0
5174,24,24,0
5175,24,24,0
5176,24,24,0
5177,22,24,0
5178,24,24,1
5179,22,24,1
5180,15,24,1
5181,20,24,1
5182,24,24,1
5183,23,24,0
5184,24,24,1
5185,24,24,0
5186,23,24,0
5187,23,24,1
5188,24,24,0
5189,24,24,1
5190,17,24,0
5191,23,24,0
5192,24,24,1
5193,24,24,1
5194,23,24,1
5195,19,24,1
5196,18,24,0
5197,24,24,1
5198,22,24,1
5199,23,24,0
5200,24,24,1
5201,24,24,1
5202,22,24,1
5203,24,24,1
5204,24,24,1
5205,24,24,1
5206,20,24,0
5207,18,24,0
5208,20,24,1
5209,22,24,0
5210,22,24,1
5211,21,24,1
5212,24,24,0
5213,24,24,1
5214,21,24,1
5215,24,24,1
5216,24,24,1
5217,18,24,1
5218,22,24,1
5219,24,24,1
5220,24,24,1
5221,16,24,1
5222,13,24,1
5223,22,24,1
5224,13,24,1
5225,24,24,0
5226,24,24,0
5227,23,24,0
5228,21,24,0
5229,24,24,0
5230,24,24,1
5231,23,25,0
5232,14,24,1
5233,24,24,0
5234,21,24,0
5235,24,24,1
5236,24,24,1
5237,24,24,0
5238,23,24,1
5239,20,24,0
5240,18,24,0
5241,22,24,0
5242,21,24,1
5243,19,23,0
5244,26,26,1
5245,26,26,1
5246,26,26,0
5247,26,26,1
5248,24,26,1
5249,26,26,1
5250,26,26,1
5251,26,26,1
5252,26,26,0
5253,25,26,1
5254,26,26,1
5255,26,26,1
5256,26,26,1
5257,26,26,1
5258,26,26,0
5259,26,26,0
5260,26,26,0
5261,26,26,0
5262,26,26,0
5263,25,26,1
5264,26,26,1
5265,24,26,0
5266,26,26,1
5267,26,26,1
5268,24,26,1
5269,24,26,0
5270,26,26,1
5271,26,26,0
5272,21,26,0
5273,26,26,0
5274,25,26,1
5275,25,26,1
5276,26,26,1
5277,26,26,1
5278,26,26,1
5279,25,26,1
5280,26,26,1
5281,26,26,1
5282,26,26,0
5283,15,26,1
5284,26,26,0
5285,26,26,1
5286,18,26,1
5287,26,26,1
5288,21,26,1
5289,26,26,1
5290,25,26,0
5291,20,26,1
5292,26,26,1
5293,23,26,1
5294,26,26,1
5295,25,26,1
5296,26,26,1
5297,13,26,0
5298,26,26,0
5299,14,26,1
5300,24,26,0
5301,19,26,0
5302,26,26,1
5303,26,26,1
5304,19,26,1
5305,26,26,1
5306,19,26,0
5307,14,26,1
5308,25,26,0
5309,26,26,1
5310,26,26,1
5311,26,26,1
5312,26,26,0
5313,26,26,1
5314,26,26,0
5315,26,26,0
5316,18,26,1
5317,21,26,0
5318,20,26,1
5319,17,26,0
5320,25,26,1
5321,22,26,1
5322,17,26,0
5323,26,26,1
5324,26,26,0
5325,26,26,0
5326,21,26,0
5327,26,26,1
5328,20,26,0
5329,23,26,1
5330,16,26,0
5331,25,26,1
5332,25,26,1
5333,18,26,1
5334,22,26,0
5335,23,26,0
5336,24,26,1
5337,20,26,1
5338,25,26,0
5339,24,26,0
5340,25,26,0
5341,26,26,0
5342,26,26,1
5343,25,26,1
5344,26,26,0
5345,26,26,0
5346,26,26,1
5347,26,26,0
5348,26,26,1
5349,23,26,1
5350,19,26,0
5351,26,26,0
5352,26,26,0
5353,23,26,1
5354,26,26,0
5355,19,26,1
5356,26,26,1
5357,16,27,0
5358,26,26,1
5359,26,26,1
5360,26,26,1
5361,22,26,1
5362,26,26,1
5363,26,26,1
5364,26,26,1
5365,26,26,1
5366,24,26,1
5367,25,25,0
5368,26,26,0
5369,26,26,1
5370,21,26,1
5371,26,26,0
5372,13,26,0
5373,25,25,0
5374,26,26,0
5375,26,26,0
5376,26,26,0
5377,26,26,0
5378,26,26,0
5379,23,26,0
5380,19,26,0
5381,24,26,0
5382,26,26,1
5383,25,26,0
5384,16,26,0
5385,26,26,1
5386,24,26,0
5387,26,26,0
5388,26,26,1
5389,25,25,0
5390,25,25,1
5391,25,25,0
5392,24,25,1
5393,25,25,1
5394,24,25,1
5395,25,25,0
5396,25,25,0
5397,25,25,0
5398,23,25,0
5399,24,25,1
5400,25,25,1
5401,25,25,1
5402,20,25,1
5403,25,25,0
5404,21,25,1
5405,25,25,1
5406,25,25,1
5407,24,25,0
5408,25,25,1
5409,25,25,1
5410,25,25,1
5411,20,25,0
5412,18,25,0
5413,22,25,0
5414,19,23,1
5415,24,25,0
5416,22,25,1
5417,18,25,0
5418,24,25,1
5419,25,25,1
5420,25,25,0
5421,22,24,0
5422,19,24,0
5423,25,25,0
5424,19,23,0
5425,25,25,0
5426,23,23,1
5427,23,23,1
5428,24,25,1
5429,23,23,1
5430,19,24,0
5431,20,25,0
5432,25,25,0
5433,21,25,0
5434,23,25,1
5435,24,25,0
5436,23,25,1
5437,25,25,0
5438,23,25,1
5439,25,25,1
5440,25,25,1
5441,16,25,0
5442,15,25,0
5443,25,25,0
5444,23,25,0
5445,25,25,0
5446,25,25,0
5447,25,25,1
5448,24,25,1
5449,23,25,1
5450,18,25,0
5451,14,25,1
5452,23,23,0
5453,8,15,1
5454,24,25,0
5455,24,25,1
5456,6,11,0
5457,25,25,0
5458,25,25,0
5459,25,25,0
5460,24,25,0
5461,22,25,0
5462,25,25,0
5463,7,14,1
5464,25,25,0
5465,11,11,1
5466,11,11,1
5467,24,25,1
5468,11,13,1
5469,21,24,0
5470,23,24,0
5471,23,25,0
5472,20,25,1
5473,15,25,1
5474,23,23,0
5475,18,25,1
5476,24,25,1
5477,25,25,1
5478,17,25,0
5479,22,25,0
5480,25,25,1
5481,23,25,0
5482,25,25,1
5483,23,23,0
5484,23,23,0
5485,17,25,1
5486,23,24,0
5487,21,24,0
5488,22,25,0
5489,25,25,0
5490,24,24,1
5491,8,15,0
5492,25,25,1
5493,25,25,1
5494,25,25,1
5495,23,24,1
5496,23,24,0
5497,25,25,0
5498,8,12,0
5499,25,25,0
5500,11,11,0
5501,11,11,1
5502,24,25,1
5503,10,11,1
5504,22,24,0
5505,23,24,0
5506,16,25,0
5507,24,25,0
5508,18,25,0
5509,24,25,1
5510,19,25,1
5511,22,25,0
5512,24,25,0
5513,24,25,1
5514,24,25,0
5515,24,25,1
5516,25,25,0
5517,25,25,0
5518,20,25,0
5519,25,25,0
5520,23,25,1
5521,23,25,1
5522,24,25,1
5523,15,25,0
5524,24,25,0
5525,25,25,0
5526,21,25,1
5527,23,25,1
5528,25,25,0
5529,24,24,1
5530,24,25,0
5531,24,24,1
5532,24,24,1
5533,14,25,0
5534,24,24,1
5535,23,25,1
5536,22,25,1
5537,25,25,1
5538,25,25,1
5539,25,25,0
5540,23,25,0
5541,23,25,0
5542,25,25,0
5543,8,14,0
5544,25,25,0
5545,10,11,1
5546,10,11,1
5547,24,25,1
5548,11,13,1
5549,22,24,0
5550,23,24,0
5551,23,25,1
5552,23,25,0
5553,22,25,1
5554,24,25,1
5555,25,25,0
5556,25,25,0
5557,25,25,0
5558,25,25,1
5559,25,25,1
5560,17,25,0
5561,25,25,1
5562,23,25,1
5563,22,25,1
5564,15,25,1
5565,25,25,1
5566,25,25,1
5567,22,25,0
5568,25,25,0
5569,20,25,0
5570,25,25,1
5571,25,25,1
5572,24,25,0
5573,25,25,1
5574,25,25,1
5575,25,25,1
5576,25,25,1
5577,25,25,1
5578,20,25,0
5579,25,25,0
5580,20,25,0
5581,25,25,0
5582,25,25,1
5583,23,25,0
5584,25,25,1
5585,25,25,1
5586,25,25,1
5587,17,25,1
5588,25,25,0
5589,22,24,0
5590,25,25,0
5591,24,24,0
5592,24,24,1
5593,21,25,1
5594,24,24,1
5595,13,25,0
5596,15,25,1
5597,25,25,1
5598,22,24,0
5599,25,25,1
5600,24,24,0
5601,24,24,0
5602,22,25,1
5603,23,24,0
5604,17,24,0
5605,15,25,1
5606,25,25,0
5607,13,25,0
5608,25,25,0
5609,25,25,0
5610,25,25,0
5611,25,25,0
5612,25,25,1
5613,25,25,1
5614,25,25,0
5615,11,11,1
5616,11,11,1
5617,24,25,1
5618,10,12,1
5619,22,24,0
5620,23,24,0
5621,25,25,0
5622,25,25,0
5623,25,25,0
5624,25,25,0
5625,25,25,1
5626,25,25,1
5627,5,6,0
5628,25,25,1
5629,5,8,0
5630,23,23,0
5631,24,24,0
5632,25,25,1
5633,5,9,0
5634,23,23,0
5635,24,24,0
5636,25,25,1
5637,24,25,1
5638,23,25,1
5639,23,24,0
5640,23,24,0
5641,19,25,0
5642,20,25,0
5643,25,25,0
5644,24,25,0
5645,14,25,0
5646,24,25,1
5647,19,25,1
5648,23,25,0
5649,24,25,1
5650,23,25,1
5651,25,25,0
5652,22,25,1
5653,25,25,0
5654,16,25,1
5655,16,25,1
5656,25,25,1
5657,24,25,0
5658,13,25,1
5659,25,25,1
5660,23,25,0
5661,24,25,0
5662,23,25,0
5663,25,25,0
5664,24,25,0
5665,25,25,0
5666,25,25,0
5667,25,25,0
5668,25,25,0
5669,25,25,0
5670,23,25,0
5671,25,25,0
5672,18,25,1
5673,25,25,1
5674,24,25,0
5675,19,25,1
5676,25,25,0
5677,24,25,0
5678,25,25,0
5679,24,25,0
5680,23,23,0
5681,17,25,0
5682,18,25,1
5683,22,25,0
5684,23,23,0
5685,23,25,1
5686,21,25,0
5687,22,25,1
5688,25,25,1
5689,17,24,1
5690,9,18,0
5691,25,25,1
5692,23,25,1
5693,25,25,0
5694,22,25,1
5695,22,25,1
5696,25,25,0
5697,17,25,0
5698,25,25,1
5699,25,25,1
5700,24,25,0
5701,25,25,0
5702,17,24,0
5703,25,25,0
5704,23,25,1
5705,25,25,0
5706,23,25,1
5707,25,25,0
5708,58,59,0
5709,54,59,0
5710,58,59,0
5711,38,59,1
5712,58,59,0
5713,54,59,0
5714,58,59,0
5715,59,59,0
5716,56,59,0
5717,59,59,0
5718,59,59,0
5719,59,59,0
5720,59,59,0
5721,53,59,0
5722,59,59,0
5723,58,59,0
5724,59,59,1
5725,58,59,1
5726,58,59,1
5727,46,57,0
5728,58,59,0
5729,51,59,1
5730,30,58,0
5731,34,58,0
5732,52,58,1
5733,57,59,0
5734,48,57,0
5735,45,59,0
5736,58,59,1
5737,42,59,1
5738,51,59,0
5739,41,59,0
5740,50,59,0
5741,45,59,0
5742,44,59,0
5743,58,59,0
5744,58,59,0
5745,59,59,0
5746,59,59,0
5747,42,59,0
5748,58,59,1
5749,36,59,0
5750,40,59,0
5751,59,59,0
5752,39,59,0
5753,59,59,0
5754,59,59,1
5755,59,59,1
5756,59,59,0
5757,58,59,1
5758,59,59,0
5759,56,59,1
5760,58,59,1
5761,58,59,1
5762,57,59,1
5763,56,59,1
5764,58,59,1
5765,57,60,1
5766,59,59,1
5767,57,59,1
5768,57,59,1
5769,59,59,1
5770,59,59,1
5771,59,59,1
5772,59,59,1
5773,57,59,1
5774,45,59,0
5775,54,59,0
5776,50,59,0
5777,51,59,1
5778,35,59,1
5779,59,59,0
5780,38,59,0
5781,59,59,1
5782,59,59,1
5783,57,59,1
5784,57,59,1
5785,57,59,1
5786,59,59,1
5787,49,59,0
5788,43,59,0
5789,33,59,1
5790,56,59,1
5791,59,59,0
5792,31,59,0
5793,45,59,0
5794,42,59,0
5795,58,59,1
5796,57,59,1
5797,57,59,1
5798,59,59,1
5799,43,59,0
5800,59,59,0
5801,53,59,0
5802,47,58,0
5803,48,58,0
5804,56,59,0
5805,56,59,0
5806,29,58,1
5807,40,59,0
5808,59,59,0
5809,58,59,0
5810,57,59,1
5811,59,59,0
5812,39,59,0
5813,51,59,1
5814,38,59,1
5815,48,59,1
5816,46,59,0
5817,56,59,0
5818,57,57,1
5819,54,54,1
5820,36,36,1
5821,33,59,1
5822,56,57,0
5823,44,59,1
5824,53,58,1
5825,37,59,0
5826,55,59,0
5827,59,59,0
5828,58,59,0
5829,59,59,0
5830,55,58,1
5831,57,58,0
5832,58,58,1
5833,52,58,1
5834,52,58,0
5835,58,58,0
5836,54,58,0
5837,53,58,0
5838,57,58,1
5839,58,58,0
5840,53,58,0
5841,55,58,1
5842,54,58,0
5843,58,58,1
5844,58,58,0
5845,40,58,0
5846,58,58,1
5847,58,58,1
5848,58,58,0
5849,54,57,1
5850,58,58,1
5851,57,57,1
5852,57,57,0
5853,53,57,1
5854,39,57,1
5855,58,58,1
5856,57,57,0
5857,51,57,1
5858,46,57,0
5859,51,57,1
5860,57,57,0
5861,55,58,0
5862,58,58,0
5863,58,58,0
5864,40,58,1
5865,58,58,0
5866,58,58,0
5867,58,58,1
5868,57,57,1
5869,54,57,0
5870,55,57,1
5871,58,58,1
5872,54,57,0
5873,55,57,0
5874,55,57,1
5875,55,57,1
5876,51,57,0
5877,57,58,1
5878,58,58,1
5879,58,58,0
5880,58,58,1
5881,57,58,0
5882,58,58,1
5883,58,58,1
5884,58,58,1
5885,57,58,1
5886,58,58,1
5887,57,57,0
5888,42,57,0
5889,56,57,0
5890,58,58,1
5891,57,57,0
5892,57,57,1
5893,50,57,0
5894,57,57,1
5895,57,57,0
5896,57,57,1
5897,58,58,0
5898,46,57,0
5899,57,57,0
5900,57,57,1
5901,44,57,0
5902,46,56,0
5903,52,57,1
5904,58,58,0
5905,57,57,1
5906,48,57,1
5907,52,57,1
5908,46,57,1
5909,57,57,1
5910,57,57,1
5911,58,58,0
5912,57,57,1
5913,47,57,0
5914,52,57,1
5915,57,57,1
5916,58,58,1
5917,58,58,1
5918,58,58,1
5919,58,58,0
5920,58,58,1
5921,58,58,1
5922,57,57,0
5923,57,57,1
5924,39,57,1
5925,41,57,0
5926,57,57,1
5927,52,58,1
5928,57,57,0
5929,57,57,0
5930,57,57,1
5931,57,57,1
5932,39,57,1
5933,59,59,0
5934,59,59,0
5935,59,59,0
5936,59,59,0
5937,59,59,1
5938,59,59,1
5939,59,59,0
5940,59,59,0
5941,59,59,0
5942,59,59,0
5943,35,59,1
5944,43,56,0
5945,32,59,0
5946,34,59,0
5947,59,59,0
5948,54,59,0
5949,41,41,1
5950,36,59,0
5951,57,59,0
5952,54,59,1
5953,48,59,0
5954,43,58,1
5955,33,58,1
5956,59,59,0
5957,59,59,0
5958,58,58,1
5959,50,59,0
5960,59,59,0
5961,58,59,1
5962,43,59,0
5963,55,55,0
5964,30,59,0
5965,31,59,0
5966,46,58,1
5967,59,59,0
5968,59,59,0
5969,58,58,0
5970,54,59,0
5971,59,59,1
5972,57,59,1
5973,59,59,0
5974,58,59,0
5975,58,58,0
5976,50,59,0
5977,59,59,0
5978,58,59,1
5979,58,59,1
5980,59,59,0
5981,59,59,0
5982,59,59,0
5983,56,59,0
5984,59,59,0
5985,59,59,0
5986,35,59,0
5987,39,59,0
5988,59,59,0
5989,59,59,0
5990,59,59,1
5991,58,59,1
5992,57,59,1
5993,35,59,0
5994,49,49,0
5995,49,49,0
5996,49,49,0
5997,49,49,0
5998,49,49,0
5999,48,49,1
6000,49,49,0
6001,49,49,0
6002,49,49,0
6003,48,49,0
6004,39,49,0
6005,49,49,0
6006,49,49,0
6007,44,49,1
6008,49,49,0
6009,47,49,0
6010,49,49,0
6011,49,49,0
6012,49,49,0
6013,49,49,0
6014,49,49,0
6015,49,49,0
6016,49,49,0
6017,47,49,0
6018,34,47,0
6019,35,46,1
6020,40,47,0
6021,34,47,1
6022,47,49,1
6023,48,49,0
6024,44,44,1
6025,49,49,0
6026,49,49,0
6027,41,49,1
6028,41,49,0
6029,47,49,0
6030,33,45,1
6031,48,49,1
6032,41,44,0
6033,42,44,0
6034,42,48,0
6035,38,46,0
6036,34,47,0
6037,41,45,1
6038,27,49,1
6039,47,49,1
6040,47,49,0
6041,47,49,1
6042,46,49,1
6043,44,49,1
6044,34,49,1
6045,49,49,0
6046,38,49,1
6047,48,49,1
6048,44,49,0
6049,39,49,1
6050,44,49,0
6051,48,49,1
6052,42,49,1
6053,49,49,0
6054,49,49,0
6055,44,49,1
6056,48,49,0
6057,48,49,0
6058,49,49,1
6059,44,49,0
6060,39,49,0
6061,42,48,1
6062,35,48,1
6063,49,49,1
6064,48,49,1
6065,46,46,0
6066,49,49,1
6067,49,49,1
6068,42,49,1
6069,36,49,1
6070,49,49,0
6071,36,48,0
6072,49,49,1
6073,44,46,0
6074,45,46,0
6075,45,48,1
6076,41,47,0
6077,39,48,0
6078,45,47,0
6079,33,49,0
6080,37,48,0
6081,15,24,0
6082,48,49,1
6083,47,49,1
6084,17,18,0
6085,48,49,1
6086,49,49,1
6087,38,49,1
6088,45,49,0
6089,47,49,0
6090,10,20,1
6091,45,49,1
6092,18,18,0
6093,16,19,0
6094,43,49,0
6095,16,21,0
6096,20,33,1
6097,18,19,1
6098,36,42,1
6099,38,48,1
6100,48,49,1
6101,47,49,1
6102,45,45,0
6103,48,49,1
6104,49,49,1
6105,29,48,1
6106,29,49,1
6107,49,49,0
6108,38,46,1
6109,49,49,1
6110,45,45,0
6111,45,45,0
6112,26,49,1
6113,40,46,0
6114,39,46,0
6115,45,45,0
6116,36,49,0
6117,48,49,1
6118,45,49,1
6119,22,23,0
6120,46,49,1
6121,48,49,1
6122,37,49,1
6123,42,49,1
6124,48,49,1
6125,17,25,0
6126,45,49,1
6127,23,23,0
6128,23,23,0
6129,39,49,1
6130,19,25,0
6131,18,35,1
6132,23,24,0
6133,30,44,1
6134,39,49,1
6135,49,49,1
6136,38,49,1
6137,43,49,0
6138,45,49,1
6139,46,49,1
6140,41,49,0
6141,46,49,1
6142,25,49,0
6143,49,49,0
6144,49,49,0
6145,47,49,1
6146,49,49,1
6147,48,49,1
6148,49,49,1
6149,47,49,0
6150,49,49,0
6151,36,49,1
6152,46,49,1
6153,45,49,0
6154,43,49,1
6155,45,49,0
6156,46,49,1
6157,38,49,1
6158,49,49,0
6159,49,49,0
6160,45,49,1
6161,48,49,0
6162,47,49,0
6163,49,49,1
6164,44,49,0
6165,49,49,1
6166,49,49,1
6167,46,48,1
6168,49,49,0
6169,49,49,0
6170,17,18,0
6171,49,49,1
6172,6,12,0
6173,7,12,1
6174,48,48,0
6175,13,15,1
6176,29,30,1
6177,7,13,0
6178,40,41,1
6179,48,49,0
6180,47,49,0
6181,44,49,1
6182,45,49,0
6183,49,49,1
6184,37,49,1
6185,49,49,0
6186,49,49,0
6187,47,49,1
6188,49,49,0
6189,49,49,0
6190,49,49,1
6191,45,49,0
6192,49,49,0
6193,49,49,1
6194,25,49,1
6195,49,49,1
6196,33,49,0
6197,49,49,0
6198,49,49,0
6199,49,49,1
6200,49,49,0
6201,49,49,0
6202,49,49,1
6203,47,49,0
6204,35,49,1
6205,48,49,0
6206,39,48,1
6207,46,49,1
6208,47,47,0
6209,45,47,0
6210,25,49,0
6211,45,47,0
6212,43,48,0
6213,47,47,1
6214,38,49,0
6215,46,49,0
6216,47,49,1
6217,41,49,1
6218,49,49,0
6219,49,49,0
6220,37,49,1
6221,48,49,0
6222,47,49,0
6223,48,49,0
6224,39,49,0
6225,46,49,0
6226,42,49,0
6227,49,49,0
6228,49,49,0
6229,47,49,0
6230,49,49,0
6231,49,49,0
6232,49,49,0
6233,46,49,0
6234,44,49,1
6235,17,17,0
6236,16,18,0
6237,44,49,1
6238,16,19,0
6239,19,32,1
6240,17,18,0
6241,36,42,1
6242,49,49,0
6243,49,49,0
6244,45,49,1
6245,47,49,1
6246,48,49,1
6247,49,49,1
6248,43,49,0
6249,7,12,0
6250,48,48,0
6251,13,15,0
6252,29,30,0
6253,7,13,1
6254,41,41,1
6255,47,48,0
6256,11,15,0
6257,28,30,0
6258,8,12,0
6259,40,41,0
6260,47,49,0
6261,47,49,0
6262,48,49,0
6263,39,49,0
6264,22,30,1
6265,12,15,1
6266,37,41,1
6267,30,30,1
6268,36,49,1
6269,41,42,1
6270,50,54,1
6271,53,54,1
6272,51,54,1
6273,48,54,1
6274,51,54,0
6275,49,54,0
6276,45,54,1
6277,54,54,0
6278,45,54,0
6279,52,54,1
6280,47,54,0
6281,44,55,1
6282,37,54,1
6283,45,54,0
6284,54,54,0
6285,52,54,0
6286,47,54,0
6287,54,54,0
6288,52,54,0
6289,44,54,1
6290,53,54,0
6291,39,54,1
6292,50,54,0
6293,54,54,0
6294,53,54,0
6295,50,54,0
6296,54,54,0
6297,52,54,0
6298,29,54,0
6299,53,54,1
6300,47,54,0
6301,54,54,0
6302,53,54,0
6303,47,54,0
6304,54,54,0
6305,53,54,0
6306,39,54,1
6307,53,54,0
6308,53,54,1
6309,52,54,0
6310,27,54,0
6311,54,54,1
6312,49,54,0
6313,50,54,0
6314,53,54,1
6315,50,54,1
6316,53,54,1
6317,12,24,0
6318,50,52,1
