decision,majority,crowd,accuracy
1660,72,77,1
1661,70,83,1
1662,70,82,0
1663,54,82,1
1664,75,77,1
1665,81,85,0
1666,84,84,1
1667,74,85,1
1668,82,84,1
1669,84,85,0
1670,73,84,0
1671,82,84,0
1672,84,84,1
1673,17,31,1
1674,82,84,0
1675,20,36,1
1676,20,37,0
1677,77,83,0
1678,72,80,0
1679,23,32,1
1680,84,84,1
1681,15,29,0
1682,19,32,1
1683,77,82,1
1684,71,78,1
1685,16,25,1
1686,84,85,1
1687,83,84,1
1688,80,85,1
1689,83,85,0
1690,84,85,1
1691,23,40,1
1692,80,81,1
1693,75,79,1
1694,15,29,0
1695,78,85,1
1696,72,79,1
1697,25,35,1
1698,73,84,0
1699,80,81,1
1700,77,78,1
1701,60,89,0
1702,84,89,0
1703,76,89,0
1704,46,89,0
1705,67,89,1
1706,80,89,0
1707,89,89,0
1708,86,89,1
1709,85,89,0
1710,87,89,0
1711,83,89,0
1712,79,89,1
1713,60,89,0
1714,67,90,1
1715,82,89,0
1716,89,89,0
1717,84,89,0
1718,85,89,0
1719,88,89,0
1720,88,89,0
1721,85,89,0
1722,87,89,0
1723,70,89,1
1724,86,89,1
1725,50,89,1
1726,89,89,0
1727,87,88,0
1728,82,89,0
1729,74,89,0
1730,86,89,0
1731,88,89,0
1732,89,89,0
1733,76,89,0
1734,89,89,0
1735,71,89,0
1736,77,89,0
1737,87,88,1
1738,86,89,1
1739,86,89,0
1740,88,88,0
1741,82,89,0
1742,89,89,1
1743,88,89,1
1744,86,89,0
1745,89,89,0
1746,88,89,1
1747,70,89,1
1748,88,89,0
1749,87,89,0
1750,84,87,0
1751,89,89,0
1752,18,32,0
1753,89,89,0
1754,84,87,0
1755,89,89,0
1756,63,67,1
1757,67,67,0
1758,64,67,0
1759,67,67,0
1760,67,67,0
1761,67,67,0
1762,67,67,0
1763,67,67,0
1764,67,67,1
1765,67,67,0
1766,67,67,1
1767,67,67,0
1768,62,67,1
1769,67,67,0
1770,66,67,1
1771,46,67,1
1772,49,67,1
1773,60,67,0
1774,53,67,0
1775,62,67,0
1776,67,67,0
1777,67,67,0
1778,67,67,0
1779,67,68,0
1780,66,67,0
1781,65,67,0
1782,53,67,0
1783,67,67,0
1784,39,67,0
1785,60,67,1
1786,65,67,1
1787,63,67,1
1788,67,67,1
1789,67,67,1
1790,67,67,1
1791,66,67,1
1792,66,67,1
1793,40,67,0
1794,67,67,0
1795,59,67,1
1796,65,67,0
1797,62,67,0
1798,66,67,0
1799,67,67,1
1800,67,67,0
1801,67,67,1
1802,67,67,1
1803,67,68,0
1804,66,67,1
1805,66,67,0
1806,37,67,0
1807,67,67,0
1808,55,67,0
1809,63,67,1
1810,64,67,1
1811,65,67,1
1812,66,68,1
1813,62,67,1
1814,59,67,1
1815,67,67,0
1816,65,67,0
1817,66,67,1
1818,66,67,1
1819,66,67,1
1820,56,67,1
1821,67,67,1
1822,65,67,1
1823,67,67,1
1824,67,68,1
1825,65,67,1
1826,65,67,1
1827,65,67,0
1828,67,67,0
1829,41,67,1
1830,60,67,1
1831,61,67,1
1832,65,67,1
1833,57,67,1
1834,57,68,1
1835,66,67,0
1836,64,67,0
1837,56,67,0
1838,39,67,1
1839,49,67,1
1840,66,68,0
1841,46,67,1
1842,49,67,1
1843,67,67,0
1844,56,67,0
1845,61,67,0
1846,62,67,1
1847,55,67,0
1848,51,67,1
1849,57,67,1
1850,46,67,1
1851,45,67,0
1852,67,67,0
1853,56,66,0
1854,65,67,0
1855,61,68,0
1856,34,67,0
1857,56,67,1
1858,67,67,0
1859,48,67,0
1860,51,66,0
1861,52,67,1
1862,67,67,0
1863,35,67,1
1864,67,67,0
1865,45,65,0
1866,50,67,1
1867,67,67,0
1868,47,67,0
1869,67,67,0
1870,64,67,0
1871,67,67,0
1872,67,67,0
1873,67,67,0
1874,65,69,1
1875,63,69,1
1876,67,69,1
1877,69,69,1
1878,69,69,0
1879,42,69,0
1880,67,69,1
1881,69,69,1
1882,68,69,1
1883,57,69,0
1884,69,69,1
1885,69,69,1
1886,58,69,1
1887,52,69,1
1888,69,69,0
1889,67,69,1
1890,69,69,1
1891,69,69,0
1892,36,69,0
1893,54,69,1
1894,69,69,0
1895,69,69,0
1896,60,69,1
1897,69,69,1
1898,69,69,0
1899,62,69,0
1900,69,69,1
1901,69,69,1
1902,64,69,1
1903,49,69,1
1904,69,69,0
1905,69,69,0
1906,66,69,1
1907,69,69,1
1908,69,69,0
1909,52,69,1
1910,63,69,1
1911,69,69,0
1912,68,69,1
1913,69,69,1
1914,69,69,1
1915,48,69,1
1916,69,69,0
1917,69,69,1
1918,49,67,1
1919,69,69,0
1920,69,69,0
1921,59,69,0
1922,66,69,0
1923,66,69,1
1924,69,69,0
1925,68,69,1
1926,59,69,0
1927,69,69,0
1928,69,69,1
1929,69,69,1
1930,69,69,1
1931,69,69,1
1932,69,69,1
1933,69,69,1
1934,69,69,0
1935,69,69,1
1936,57,69,1
1937,65,69,0
1938,62,69,1
1939,69,69,0
1940,69,69,0
1941,69,69,1
1942,69,69,1
1943,62,69,0
1944,69,69,0
1945,68,69,1
1946,64,69,0
1947,48,69,1
1948,45,69,0
1949,69,69,1
1950,69,69,0
1951,68,68,1
1952,45,68,1
1953,68,68,1
1954,67,69,0
1955,66,69,1
1956,69,69,0
1957,69,69,1
1958,69,69,0
1959,69,69,1
1960,67,69,0
1961,69,69,0
1962,69,69,1
1963,69,69,0
1964,68,69,0
1965,69,69,1
1966,69,69,0
1967,66,69,1
1968,57,69,1
1969,67,69,1
1970,67,69,0
1971,49,69,1
1972,69,69,1
1973,68,69,1
1974,69,69,1
1975,60,69,1
1976,69,69,1
1977,66,69,0
1978,66,68,0
1979,69,69,0
1980,69,69,0
1981,64,67,1
1982,61,68,0
1983,67,67,1
1984,67,69,0
1985,60,67,1
1986,68,69,1
1987,57,69,1
1988,69,69,1
1989,69,69,1
1990,69,69,1
1991,35,69,1
1992,69,69,0
1993,65,69,1
1994,69,69,0
1995,67,69,1
1996,68,69,1
1997,69,69,0
1998,69,69,1
1999,69,69,1
2000,68,69,1
2001,68,68,1
2002,51,68,1
2003,68,68,0
2004,66,69,1
2005,67,68,0
2006,66,70,1
2007,69,69,1
2008,69,69,1
2009,69,69,1
2010,68,69,1
2011,69,69,1
2012,70,70,1
2013,70,70,1
2014,70,70,0
2015,55,70,1
2016,70,70,1
2017,67,68,1
2018,48,48,0
2019,68,68,1
2020,29,56,1
2021,68,68,0
2022,68,70,1
2023,66,69,0
2024,68,68,0
2025,37,37,0
2026,68,69,1
2027,61,62,0
2028,62,62,0
2029,62,62,1
2030,62,62,0
2031,62,63,0
2032,62,62,1
2033,62,62,1
2034,62,63,1
2035,61,63,1
2036,62,62,1
2037,62,62,0
2038,62,62,0
2039,62,62,1
2040,62,62,1
2041,62,62,0
2042,62,63,1
2043,61,63,1
2044,62,63,1
2045,62,62,0
2046,62,62,1
2047,62,62,1
2048,62,63,1
2049,62,62,1
2050,58,62,0
2051,53,62,1
2052,60,62,1
2053,61,63,0
2054,48,62,1
2055,57,62,1
2056,59,63,1
2057,56,63,1
2058,47,62,1
2059,51,63,0
2060,49,62,0
2061,62,62,1
2062,61,62,1
2063,56,62,1
2064,62,63,1
2065,50,63,0
2066,62,63,1
2067,59,62,0
2068,62,62,1
2069,62,62,1
2070,62,63,1
2071,60,62,1
2072,48,62,0
2073,57,62,1
2074,60,62,1
2075,53,62,0
2076,45,62,1
2077,54,63,1
2078,48,64,0
2079,54,62,0
2080,49,62,0
2081,51,62,0
2082,61,61,1
2083,54,61,1
2084,51,62,0
2085,60,62,1
2086,57,63,0
2087,61,62,1
2088,53,61,1
2089,59,61,1
2090,57,62,1
2091,61,62,1
2092,55,61,1
2093,54,62,0
2094,59,62,0
2095,48,62,0
2096,49,62,1
2097,56,62,1
2098,45,63,1
2099,47,62,0
2100,43,62,0
2101,33,62,1
2102,61,62,1
2103,52,62,0
2104,45,62,0
2105,60,62,1
2106,58,63,0
2107,61,62,0
2108,55,62,0
2109,61,62,1
2110,58,61,0
2111,61,62,0
2112,54,61,1
2113,52,60,0
2114,59,62,0
2115,55,62,0
2116,43,62,0
2117,56,63,0
2118,57,62,0
2119,58,62,1
2120,59,62,1
2121,57,59,1
2122,49,62,0
2123,58,62,1
2124,51,60,1
2125,61,63,0
2126,58,59,1
2127,40,59,0
2128,47,60,1
2129,37,59,0
2130,58,59,1
2131,32,59,1
2132,60,63,0
2133,58,63,0
2134,53,59,0
2135,60,63,0
2136,59,63,0
2137,62,63,0
2138,62,63,1
2139,18,29,1
2140,56,61,0
2141,62,63,0
2142,17,29,0
2143,63,63,0
2144,24,26,1
2145,52,56,0
2146,47,55,0
2147,50,58,0
2148,24,26,1
2149,51,58,0
2150,54,62,1
2151,61,63,1
2152,48,63,1
2153,38,62,1
2154,49,62,0
2155,44,62,0
2156,62,62,1
2157,59,62,0
2158,50,62,0
2159,62,63,1
2160,58,63,0
2161,62,63,0
2162,59,63,0
2163,61,62,1
2164,59,62,0
2165,62,63,0
2166,60,62,0
2167,51,62,0
2168,44,63,1
2169,50,61,1
2170,54,62,1
2171,54,62,1
2172,58,61,0
2173,54,62,0
2174,50,62,1
2175,58,62,0
2176,57,63,1
2177,60,61,0
2178,56,63,0
2179,56,61,0
2180,55,62,0
2181,60,62,0
2182,54,61,0
2183,53,63,1
2184,57,60,1
2185,57,63,1
2186,58,63,1
2187,55,61,1
2188,35,63,1
2189,56,63,1
2190,52,57,0
2191,62,63,1
2192,56,57,0
2193,45,61,0
2194,48,61,1
2195,34,62,0
2196,56,57,0
2197,45,61,0
2198,50,63,0
2199,43,63,1
2200,47,63,1
2201,63,63,1
2202,56,63,0
2203,43,63,1
2204,62,63,0
2205,56,63,1
2206,63,63,0
2207,55,63,0
2208,62,63,1
2209,58,63,0
2210,63,63,0
2211,57,63,0
2212,48,62,0
2213,44,62,0
2214,59,60,1
2215,57,62,0
2216,48,62,0
2217,59,61,0
2218,58,63,1
2219,59,60,0
2220,57,63,0
2221,58,62,1
2222,59,62,0
2223,59,61,0
2224,57,61,0
2225,46,62,1
2226,61,62,1
2227,59,62,1
2228,35,62,1
2229,61,63,1
2230,57,63,0
2231,62,63,1
2232,61,63,0
2233,60,62,1
2234,60,62,1
2235,62,63,1
2236,58,62,1
2237,61,62,1
2238,57,62,1
2239,47,62,1
2240,60,63,1
2241,57,63,0
2242,62,63,1
2243,59,63,1
2244,59,62,1
2245,61,62,1
2246,62,63,1
2247,59,62,1
2248,56,60,1
2249,62,63,1
2250,18,29,1
2251,63,63,1
2252,18,21,0
2253,51,58,1
2254,50,54,0
2255,48,55,1
2256,11,20,0
2257,52,57,1
2258,57,63,1
2259,55,62,1
2260,58,63,0
2261,60,61,0
2262,50,62,0
2263,46,61,1
2264,35,61,0
2265,60,61,0
2266,43,60,1
2267,62,63,1
2268,57,63,0
2269,63,63,1
2270,61,63,0
2271,61,63,1
2272,63,63,1
2273,63,63,1
2274,58,63,1
2275,61,63,1
2276,22,24,0
2277,48,56,1
2278,45,54,0
2279,48,59,1
2280,22,25,0
2281,47,58,1
2282,63,63,0
2283,61,63,0
2284,61,63,1
2285,63,63,0
2286,63,63,0
2287,60,63,0
2288,55,55,1
2289,53,55,0
2290,53,54,1
2291,14,17,1
2292,54,55,0
2293,31,59,0
2294,40,61,0
2295,53,55,1
2296,41,59,0
2297,44,60,1
2298,53,54,0
2299,43,59,1
2300,53,55,0
2301,36,57,1
2302,53,56,0
2303,55,65,0
2304,53,65,0
2305,59,65,1
2306,53,65,0
2307,60,65,1
2308,59,65,0
2309,59,65,1
2310,64,65,0
2311,64,65,1
2312,65,65,0
2313,61,65,0
2314,63,65,0
2315,39,65,0
2316,63,65,1
2317,63,65,0
2318,62,65,0
2319,65,65,0
2320,62,65,1
2321,65,65,0
2322,39,63,0
2323,60,64,0
2324,52,65,1
2325,52,65,1
2326,53,64,1
2327,60,60,0
2328,64,64,0
2329,60,60,1
2330,62,64,0
2331,54,66,1
2332,45,64,0
2333,53,64,0
2334,61,62,0
2335,64,64,1
2336,62,62,0
2337,62,65,0
2338,64,65,0
2339,63,65,0
2340,64,64,0
2341,59,64,1
2342,64,64,0
2343,47,64,1
2344,48,63,1
2345,61,62,0
2346,64,65,1
2347,62,62,0
2348,37,64,0
2349,61,61,0
2350,64,65,1
2351,60,61,0
2352,60,63,0
2353,64,65,1
2354,60,62,0
2355,64,64,0
2356,14,21,1
2357,64,64,0
2358,65,74,0
2359,66,74,0
2360,69,74,0
2361,70,74,1
2362,63,74,0
2363,73,74,1
2364,43,74,1
2365,68,74,0
2366,74,74,0
2367,74,74,0
2368,74,74,1
2369,74,74,1
2370,74,74,1
2371,73,74,0
2372,74,74,1
2373,73,74,1
2374,63,74,0
2375,73,74,0
2376,74,74,0
2377,53,74,1
2378,41,74,1
2379,57,74,1
2380,44,74,1
2381,74,74,1
2382,73,74,0
2383,72,74,1
2384,74,74,1
2385,39,74,0
2386,74,74,1
2387,67,74,1
2388,50,74,1
2389,68,74,1
2390,70,74,1
2391,43,74,0
2392,73,74,0
2393,70,74,1
2394,72,74,1
2395,71,74,0
2396,72,74,0
2397,72,74,0
2398,74,74,0
2399,74,74,1
2400,74,74,0
2401,73,74,0
2402,74,74,0
2403,74,74,1
2404,74,74,1
2405,71,74,0
2406,74,74,0
2407,73,74,0
2408,74,74,1
2409,74,74,0
2410,74,74,0
2411,74,74,0
2412,74,74,1
2413,74,74,1
2414,73,74,0
2415,74,74,0
2416,74,74,0
2417,74,74,0
2418,74,74,0
2419,74,74,1
2420,49,74,1
2421,74,74,0
2422,72,74,0
2423,73,74,1
2424,74,74,1
2425,49,74,0
2426,73,74,0
2427,61,74,1
2428,38,74,1
2429,60,74,1
2430,66,74,1
2431,74,74,1
2432,66,74,1
2433,70,74,0
2434,73,74,0
2435,73,74,0
2436,64,74,0
2437,54,74,1
2438,62,74,0
2439,43,74,1
2440,45,74,1
2441,71,74,0
2442,71,73,1
2443,72,73,1
2444,57,74,1
2445,45,74,0
2446,68,74,1
2447,66,74,1
2448,51,74,0
2449,43,74,1
2450,63,74,0
2451,59,74,0
2452,55,74,0
2453,56,74,1
2454,73,74,0
2455,71,74,0
2456,64,74,1
2457,73,74,1
2458,54,74,1
2459,73,74,0
2460,52,74,0
2461,50,74,1
2462,53,74,0
2463,60,74,0
2464,70,74,0
2465,68,74,0
2466,73,74,0
2467,74,74,1
2468,72,74,0
2469,74,74,1
2470,62,74,0
2471,38,74,0
2472,68,74,1
2473,69,74,1
2474,72,74,1
2475,64,74,1
2476,50,74,1
2477,65,74,1
2478,70,74,1
2479,53,74,0
2480,61,72,1
2481,62,73,0
2482,52,68,1
2483,68,74,0
2484,40,70,1
2485,72,74,0
2486,73,74,0
2487,72,74,0
2488,54,72,0
2489,44,70,1
2490,52,74,0
2491,50,72,0
2492,63,70,1
2493,60,74,0
2494,70,74,0
2495,62,74,0
2496,43,71,0
2497,74,74,0
2498,67,69,1
2499,67,74,1
2500,62,69,0
2501,60,74,1
2502,71,74,1
2503,55,74,1
2504,37,73,1
2505,69,74,1
2506,59,69,1
2507,49,49,0
2508,34,59,1
2509,69,74,0
2510,59,74,0
2511,67,73,1
2512,69,74,0
2513,71,74,0
2514,73,74,1
2515,73,74,0
2516,57,69,0
2517,63,74,1
2518,44,74,1
2519,55,74,1
2520,65,74,1
2521,63,74,1
2522,63,74,0
2523,51,74,1
2524,72,74,1
2525,21,22,1
2526,52,53,1
2527,52,52,1
2528,75,76,0
2529,75,76,1
2530,71,77,1
2531,75,75,1
2532,75,77,1
2533,71,75,0
2534,74,75,0
2535,75,77,0
2536,47,77,0
2537,75,77,0
2538,74,75,0
2539,75,76,1
2540,75,77,0
2541,74,76,0
2542,75,77,1
2543,75,75,0
2544,39,74,0
2545,75,76,1
2546,71,76,0
2547,75,77,0
2548,75,76,1
2549,74,76,0
2550,62,77,0
2551,77,77,1
2552,40,77,1
2553,75,76,0
2554,66,75,1
2555,60,77,1
2556,67,76,1
2557,41,78,0
2558,69,70,0
2559,75,76,1
2560,70,76,0
2561,75,77,1
2562,77,77,1
2563,74,76,1
2564,64,76,0
2565,77,77,1
2566,44,76,1
2567,75,76,0
2568,68,74,1
2569,57,77,1
2570,70,77,1
2571,69,70,0
2572,74,77,0
2573,75,77,0
2574,74,77,0
2575,75,77,1
2576,40,77,0
2577,74,77,0
2578,75,75,0
2579,64,77,1
2580,75,77,1
2581,63,75,1
2582,75,77,1
2583,75,75,0
2584,75,76,0
2585,39,76,1
2586,73,77,0
2587,75,75,0
2588,65,77,1
2589,47,77,0
2590,69,77,1
2591,77,77,0
2592,75,77,0
2593,77,77,1
2594,68,77,0
2595,76,77,1
2596,77,77,0
2597,71,77,1
2598,77,77,0
2599,54,77,1
2600,77,77,1
2601,75,77,0
2602,77,77,1
2603,76,77,0
2604,72,77,1
2605,77,77,0
2606,67,77,1
2607,75,77,1
2608,75,75,0
2609,75,76,1
2610,63,76,0
2611,75,77,1
2612,75,75,0
2613,77,77,0
2614,69,76,0
2615,75,77,0
2616,77,77,0
2617,71,72,1
2618,77,77,1
2619,76,77,0
2620,77,77,1
2621,75,77,0
2622,74,77,1
2623,77,77,1
2624,77,77,1
2625,77,77,0
2626,69,77,1
2627,71,77,1
2628,76,76,0
2629,77,77,0
2630,77,77,0
2631,77,77,0
2632,77,77,0
2633,77,77,0
2634,76,76,1
2635,71,76,1
2636,70,70,0
2637,77,77,1
2638,74,77,1
2639,76,76,0
2640,76,76,0
2641,77,77,1
2642,77,77,1
2643,76,77,0
2644,66,77,0
2645,70,77,0
2646,58,77,0
2647,76,77,1
2648,72,77,1
2649,77,77,0
2650,66,77,1
2651,77,77,0
2652,69,78,1
2653,73,77,1
2654,77,77,1
2655,74,78,1
2656,77,77,1
2657,67,78,1
2658,76,77,1
2659,73,77,1
2660,77,77,1
2661,73,78,1
2662,77,77,1
2663,77,77,1
2664,69,78,1
2665,77,77,1
2666,77,77,1
2667,65,78,0
2668,72,77,0
2669,77,77,0
2670,69,78,1
2671,77,77,1
2672,72,78,1
2673,65,76,0
2674,48,76,1
2675,62,76,0
2676,78,78,1
2677,77,77,1
2678,69,69,0
2679,71,78,1
2680,69,69,0
2681,76,77,1
2682,73,78,1
2683,58,76,0
2684,42,76,0
2685,78,78,1
2686,77,77,1
2687,76,76,0
2688,70,78,1
2689,76,76,0
2690,76,78,1
2691,73,78,0
2692,41,78,0
2693,75,75,1
2694,59,76,0
2695,78,78,1
2696,76,77,1
2697,72,72,0
2698,71,78,1
2699,72,72,0
2700,76,78,1
2701,78,78,1
2702,75,77,1
2703,73,74,0
2704,71,78,1
2705,73,74,0
2706,74,78,1
2707,78,78,0
2708,78,78,0
2709,75,78,0
2710,78,78,0
2711,75,78,0
2712,77,77,1
2713,45,78,0
2714,77,77,1
2715,50,78,1
2716,72,76,0
2717,23,24,1
2718,77,77,0
2719,71,72,1
2720,43,78,1
2721,77,77,1
2722,65,68,0
2723,61,68,0
2724,67,68,0
2725,68,68,1
2726,67,68,0
2727,65,68,0
2728,64,68,1
2729,65,68,0
2730,68,68,0
2731,66,68,0
2732,59,68,0
2733,63,68,0
2734,68,68,0
2735,67,68,0
2736,64,68,0
2737,68,68,0
2738,60,69,1
2739,68,68,0
2740,67,68,0
2741,67,68,0
2742,68,68,1
2743,68,68,1
2744,66,68,0
2745,60,68,0
2746,49,68,1
2747,62,68,1
2748,56,66,0
2749,50,69,0
2750,56,68,0
2751,39,68,0
2752,55,67,1
2753,42,68,0
2754,60,68,0
2755,50,68,1
2756,60,66,1
2757,53,68,1
2758,53,68,1
2759,62,66,1
2760,59,68,0
2761,64,66,0
2762,63,66,1
2763,58,68,0
2764,64,67,1
2765,63,66,1
2766,52,68,0
2767,65,68,1
2768,67,68,1
2769,67,68,0
2770,54,68,1
2771,51,68,1
2772,57,68,0
2773,65,68,0
2774,54,68,1
2775,52,68,0
2776,54,68,0
2777,67,68,0
2778,67,68,0
2779,44,68,0
2780,68,68,0
2781,48,68,0
2782,68,68,0
2783,67,68,0
2784,67,68,0
2785,67,68,1
2786,68,68,1
2787,65,68,0
2788,56,67,1
2789,51,68,0
2790,61,68,1
2791,57,68,0
2792,57,68,1
2793,56,67,0
2794,54,68,1
2795,60,68,1
2796,57,68,1
2797,59,66,0
2798,48,68,0
2799,61,68,1
2800,63,65,0
2801,65,68,0
2802,64,65,0
2803,62,65,0
2804,60,68,0
2805,61,65,1
2806,64,65,1
2807,44,68,0
2808,42,64,0
2809,63,68,1
2810,66,68,0
2811,60,66,1
2812,47,64,1
2813,66,68,1
2814,64,68,1
2815,64,68,1
2816,51,65,0
2817,55,66,1
2818,65,68,1
2819,52,61,0
2820,68,68,0
2821,55,60,0
2822,53,60,0
2823,35,64,1
2824,54,60,1
2825,53,62,1
2826,55,67,1
2827,58,68,0
2828,62,68,0
2829,56,68,0
2830,46,64,0
2831,59,68,0
2832,63,68,0
2833,62,68,1
2834,26,38,1
2835,58,66,0
2836,60,68,0
2837,30,37,1
2838,64,68,0
2839,34,36,1
2840,31,46,1
2841,45,64,0
2842,28,40,1
2843,33,37,1
2844,56,67,1
2845,35,68,0
2846,53,68,0
2847,62,68,0
2848,47,69,0
2849,44,68,1
2850,37,68,0
2851,64,68,0
2852,54,68,0
2853,43,68,1
2854,66,68,0
2855,63,68,0
2856,68,68,0
2857,68,68,0
2858,64,68,0
2859,65,68,1
2860,67,68,1
2861,56,68,0
2862,48,68,0
2863,61,68,0
2864,45,68,0
2865,48,68,1
2866,45,68,1
2867,65,68,0
2868,61,68,0
2869,42,68,1
2870,67,68,0
2871,54,68,1
2872,67,67,0
2873,65,68,0
2874,65,68,0
2875,66,68,0
2876,67,68,1
2877,60,68,0
2878,60,66,1
2879,37,68,0
2880,53,68,0
2881,47,68,1
2882,62,67,0
2883,53,68,1
2884,54,68,1
2885,63,65,0
2886,63,68,0
2887,64,66,0
2888,65,65,1
2889,58,67,0
2890,62,65,1
2891,64,66,1
2892,55,68,0
2893,62,68,0
2894,64,68,1
2895,63,68,1
2896,52,62,0
2897,34,67,0
2898,63,67,1
2899,51,57,0
2900,67,68,0
2901,55,57,0
2902,53,57,0
2903,43,66,0
2904,53,61,1
2905,55,57,1
2906,45,67,1
2907,53,68,1
2908,50,68,1
2909,64,68,0
2910,52,68,0
2911,49,68,1
2912,65,68,0
2913,64,68,0
2914,67,68,0
2915,66,68,0
2916,59,68,0
2917,66,68,1
2918,67,68,1
2919,53,68,0
2920,51,68,0
2921,63,67,0
2922,62,68,0
2923,35,68,0
2924,66,67,0
2925,52,68,0
2926,66,67,0
2927,65,67,0
2928,65,68,0
2929,65,67,1
2930,66,67,1
2931,62,68,0
2932,66,67,1
2933,59,68,1
2934,42,68,0
2935,67,67,1
2936,52,68,0
2937,67,67,1
2938,65,67,1
2939,64,68,1
2940,65,67,1
2941,67,67,1
2942,60,68,1
2943,59,66,0
2944,64,67,1
2945,16,28,0
2946,66,68,0
2947,25,28,0
2948,23,38,1
2949,52,64,1
2950,21,33,1
2951,21,28,1
2952,60,67,1
2953,57,68,1
2954,65,66,0
2955,63,68,0
2956,66,66,0
2957,61,66,0
2958,57,67,0
2959,64,66,1
2960,64,66,1
2961,49,68,1
2962,64,67,1
2963,56,68,0
2964,66,67,1
2965,64,67,1
2966,64,68,1
2967,66,67,1
2968,66,67,1
2969,59,68,0
2970,68,68,0
2971,16,20,0
2972,17,31,0
2973,59,64,1
2974,15,27,1
2975,17,22,1
2976,67,67,1
2977,68,68,0
2978,67,68,0
2979,65,68,0
2980,68,68,0
2981,68,68,1
2982,64,68,0
2983,17,29,0
2984,63,64,1
2985,19,26,0
2986,16,20,0
2987,67,67,1
2988,55,63,1
2989,18,35,0
2990,16,30,1
2991,64,67,1
2992,58,63,1
2993,60,65,1
2994,59,67,1
2995,16,28,1
2996,65,67,1
2997,65,67,1
2998,70,73,0
2999,63,73,1
3000,68,73,0
3001,72,73,1
3002,71,73,1
3003,73,73,0
3004,73,73,1
3005,73,73,0
3006,73,73,0
3007,69,73,0
3008,73,73,0
3009,56,74,0
3010,51,73,1
3011,70,73,1
3012,65,73,1
3013,73,73,0
3014,68,73,1
3015,72,73,0
3016,72,73,0
3017,47,73,1
3018,73,73,0
3019,46,73,0
3020,70,73,1
3021,69,73,1
3022,71,73,0
3023,71,73,0
3024,72,73,0
3025,72,73,0
3026,44,73,0
3027,72,73,0
3028,71,73,1
3029,64,73,1
3030,73,73,1
3031,72,73,1
3032,73,73,1
3033,73,73,1
3034,42,73,0
3035,73,73,1
3036,61,74,1
3037,56,71,1
3038,58,72,1
3039,49,66,1
3040,36,45,0
3041,69,73,1
3042,39,44,0
3043,52,73,0
3044,56,73,0
3045,63,73,0
3046,69,72,0
3047,63,73,1
3048,71,71,0
3049,45,73,0
3050,53,71,1
3051,69,71,0
3052,69,73,1
3053,71,71,0
3054,53,73,0
3055,71,71,0
3056,69,73,1
3057,70,71,0
3058,56,62,0
3059,69,73,1
3060,60,62,0
3061,73,73,1
3062,19,26,0
3063,73,73,1
3064,91,91,1
3065,84,91,1
3066,80,91,1
3067,83,91,1
3068,65,91,0
3069,91,91,1
3070,90,91,1
3071,89,91,1
3072,91,91,1
3073,91,91,1
3074,91,91,1
3075,91,91,1
3076,91,91,0
3077,90,91,1
3078,91,91,1
3079,91,91,0
3080,91,91,1
3081,91,91,1
3082,91,91,1
3083,91,91,1
3084,60,91,1
3085,88,91,1
3086,71,91,0
3087,84,91,1
3088,83,91,1
3089,91,91,1
3090,81,91,0
3091,56,91,1
3092,68,91,1
3093,78,91,1
3094,56,91,0
3095,59,91,1
3096,76,91,1
3097,89,91,0
3098,90,91,1
3099,90,91,1
3100,85,91,1
3101,87,91,0
3102,90,91,0
3103,89,91,1
3104,90,91,1
3105,91,91,0
3106,90,91,1
3107,91,91,1
3108,88,91,0
3109,59,92,1
3110,66,91,1
3111,91,91,1
3112,84,91,1
3113,90,91,1
3114,90,91,1
3115,88,91,1
3116,91,91,1
3117,91,91,1
3118,91,91,1
3119,90,91,0
3120,91,91,1
3121,91,91,1
3122,90,91,1
3123,90,91,1
3124,87,91,0
3125,85,91,1
3126,91,91,1
3127,91,91,0
3128,90,91,1
3129,91,91,0
3130,90,91,1
3131,91,91,1
3132,91,91,1
3133,91,91,1
3134,91,91,1
3135,91,91,1
3136,91,91,1
3137,91,91,1
3138,90,91,1
3139,89,91,1
3140,87,91,1
3141,88,91,0
3142,89,91,1
3143,90,91,1
3144,91,91,1
3145,91,91,0
3146,91,91,1
3147,91,91,1
3148,89,91,0
3149,54,91,0
3150,83,91,0
3151,65,91,1
3152,53,91,0
3153,85,91,1
3154,71,91,0
3155,80,91,1
3156,80,91,0
3157,91,91,1
3158,82,92,0
3159,59,91,0
3160,59,91,1
3161,65,91,1
3162,71,91,0
3163,79,91,1
3164,60,91,1
3165,66,91,1
3166,75,91,0
3167,72,91,0
3168,88,91,0
3169,61,91,0
3170,72,91,0
3171,73,91,0
3172,71,91,1
3173,86,91,0
3174,90,91,0
3175,81,91,0
3176,89,91,0
3177,82,91,0
3178,68,91,1
3179,73,91,1
3180,91,91,1
3181,83,91,0
3182,73,91,0
3183,69,91,0
3184,56,91,0
3185,80,91,0
3186,78,91,0
3187,73,91,1
3188,62,91,0
3189,83,91,1
3190,82,91,0
3191,72,91,1
3192,87,91,1
3193,75,91,0
3194,91,91,1
3195,90,91,0
3196,86,91,0
3197,87,91,0
3198,75,91,0
3199,89,91,0
3200,86,88,1
3201,34,60,1
3202,82,83,1
3203,78,90,0
3204,84,91,1
3205,66,89,0
3206,66,91,1
3207,72,91,0
3208,68,91,1
3209,56,93,0
3210,78,91,1
3211,80,91,0
3212,61,91,1
