subject,cond,stimulus,recall,confidence,presented,phase,condType
1121,101,cuttingboard,2,10,0,0,money_animal
1121,101,djmixer,2,11,0,0,money_animal
1121,101,dolphin,2,11,1,3,money_animal
1121,101,donkey,2,7,1,3,money_animal
1121,101,door,2,8,0,0,money_animal
1121,101,dragonfly,2,11,0,0,money_animal
1121,101,dremel,2,8,1,3,money_animal
1121,101,drillbit,2,11,0,0,money_animal
1121,101,drone,1,11,1,3,money_animal
1121,101,duck,2,8,1,3,money_animal
1121,101,dugong,2,11,0,0,money_animal
1121,101,earprotector,2,11,1,3,money_animal
1121,101,edger,2,11,0,0,money_animal
1121,101,eel,2,11,1,1,money_animal
1121,101,electricbreaker,2,10,0,0,money_animal
1121,101,elephantafrican,1,11,1,1,money_animal
1121,101,eraser,2,11,1,2,money_animal
1121,101,extensioncord,1,8,1,1,money_animal
1121,101,eyelascurler,2,11,0,0,money_animal
1121,101,fan,1,6,1,1,money_animal
1121,101,featherduster,2,11,0,0,money_animal
1121,101,ferret,1,3,1,2,money_animal
1121,101,fire.extinguisher,2,9,1,2,money_animal
1121,101,firebug,2,11,0,0,money_animal
1121,101,firepoker,2,11,0,0,money_animal
1121,101,flashligt,2,11,0,0,money_animal
1121,101,flower,2,10,1,3,money_animal
1121,101,flyingfish,2,11,1,3,money_animal
1121,101,foamroller,2,10,1,2,money_animal
1121,101,fork,2,5,0,0,money_animal
1121,101,frillnecklizard,2,11,0,0,money_animal
1121,101,frying.pan,2,11,0,0,money_animal
1121,101,funnel,1,8,1,1,money_animal
1121,101,gardenhose,1,11,1,1,money_animal
1121,101,german,1,11,1,1,money_animal
1121,101,giraffe,1,7,0,0,money_animal
1121,101,goat,2,6,0,0,money_animal
1121,101,goldfish,2,11,0,0,money_animal
1121,101,gorilla,1,6,1,1,money_animal
1121,101,guasha,1,11,1,1,money_animal
1121,101,hairdryer,2,11,0,0,money_animal
1121,101,hammerheadshark,1,1,0,0,money_animal
1121,101,hedgehog,2,11,0,0,money_animal
1121,101,herculesbeetle,1,11,1,2,money_animal
1121,101,hermitcrab,1,11,1,3,money_animal
1121,101,hippopotamus,2,11,0,0,money_animal
1121,101,horse,2,7,1,2,money_animal
1121,101,hyena,2,7,1,3,money_animal
1121,101,ice.cream.scooper,2,11,1,2,money_animal
1121,101,ice.pick,1,11,1,1,money_animal
1121,101,icetray,1,6,1,1,money_animal
1121,101,iguana,1,9,1,1,money_animal
1121,101,iron,2,10,1,2,money_animal
1121,101,jellyfish,1,11,1,3,money_animal
1121,101,jigger,1,4,1,2,money_animal
1121,101,jumpercables,1,4,1,1,money_animal
1121,101,kangaroo,2,7,0,0,money_animal
1121,101,keyboard,2,11,1,2,money_animal
1121,101,king,2,11,0,0,money_animal
1121,101,komodo,1,4,1,2,money_animal
1121,101,ladder,2,10,1,3,money_animal
1121,101,ladybug,2,11,1,3,money_animal
1121,101,lemonsqueezer,2,11,0,0,money_animal
1121,101,lemur,2,11,0,0,money_animal
1121,101,leopard,2,6,1,2,money_animal
1121,101,levelmount,1,9,1,2,money_animal
1121,101,liftingbelt,2,8,1,2,money_animal
1121,101,ligter,2,11,0,0,money_animal
1121,101,lion,1,11,1,1,money_animal
1121,101,mallet,2,11,0,0,money_animal
1121,101,mandolin,2,10,0,0,money_animal
1121,101,mandrill,2,11,0,0,money_animal
1121,101,mantaray,1,10,1,2,money_animal
1121,101,measuringcups,1,3,1,3,money_animal
1121,101,measuringtape,2,5,1,3,money_animal
1121,101,metronome,2,9,1,3,money_animal
1121,101,microplanezester,2,5,1,2,money_animal
1121,101,mole,1,8,1,1,money_animal
1121,101,monarch,2,10,0,0,money_animal
1121,101,mortarandpestle,2,11,1,2,money_animal
1121,101,mosquito,2,10,0,0,money_animal
1121,101,mouse,1,11,1,2,money_animal
1121,101,nails,2,11,0,0,money_animal
1121,101,nutcracker,2,11,0,0,money_animal
1121,101,octopus,1,11,1,1,money_animal
1121,101,opossum,2,11,0,0,money_animal
1121,101,orca,2,11,1,3,money_animal
1121,101,ostrich,1,9,1,2,money_animal
1121,101,owl,1,11,1,3,money_animal
1121,101,padlock,2,9,1,1,money_animal
1121,101,paintroller,2,10,0,0,money_animal
1121,101,panda,2,11,0,0,money_animal
1121,101,pangolin,2,11,0,0,money_animal
1121,101,parrot,1,7,1,1,money_animal
1121,101,peacock,2,11,0,0,money_animal
1121,101,pelican,1,11,1,3,money_animal
1121,101,pencil,1,11,1,1,money_animal
1121,101,penguin,1,6,1,2,money_animal
1121,101,peppergrinder,2,11,1,3,money_animal
1121,101,pick,1,7,1,2,money_animal
1121,101,pig,2,11,0,0,money_animal
1121,101,pigeon,1,11,1,1,money_animal
1121,101,pizzacutter,2,5,0,0,money_animal
1121,101,platypus,2,11,0,0,money_animal
1121,101,plunger,2,11,1,3,money_animal
1121,101,polar.bear,1,8,0,0,money_animal
1121,101,poliser,1,5,1,1,money_animal
1121,101,poolcleaner,1,6,1,1,money_animal
1121,101,porcupine,2,9,0,0,money_animal
1121,101,powerdrill,2,9,0,0,money_animal
1121,101,prayingmantis,2,7,1,1,money_animal
1121,101,pressurewaser,2,11,1,3,money_animal
1121,101,proboscismonkey,1,8,1,2,money_animal
1121,101,pufferfish,1,11,1,3,money_animal
1121,101,puffin,1,11,1,1,money_animal
1121,101,rabbit,1,8,1,1,money_animal
1121,101,racoon,1,7,1,2,money_animal
1121,101,rake,2,11,1,1,money_animal
1121,101,red.panda,1,11,1,3,money_animal
1121,101,reflexhammer,2,11,0,0,money_animal
1121,101,reindeer,2,7,0,0,money_animal
1121,101,respirator,1,8,1,1,money_animal
1121,101,rhino,2,10,0,0,money_animal
1121,101,rollingpin,1,5,1,1,money_animal
1121,101,rooster,1,6,0,0,money_animal
1121,101,ropeandpulley,2,11,0,0,money_animal
1121,101,safetygoggle,2,11,0,0,money_animal
1121,101,saw,2,10,0,0,money_animal
1121,101,scissors,2,10,1,1,money_animal
1121,101,scorpion,2,11,0,0,money_animal
1121,101,screwdriver,1,8,1,3,money_animal
1121,101,seahorse,1,11,1,2,money_animal
1121,101,sewingmachine,2,11,0,0,money_animal
1121,101,shark,1,11,1,3,money_animal
1121,101,shears,2,10,0,0,money_animal
1121,101,sheep,2,10,0,0,money_animal
1121,101,shoehorn,2,11,0,0,money_animal
1121,101,shovel,2,11,0,0,money_animal
1121,101,shrimp,1,11,1,1,money_animal
1121,101,snail,2,10,0,0,money_animal
1121,101,snorkel,2,10,0,0,money_animal
1121,101,snowshovel,1,5,1,3,money_animal
1121,101,solderingtorch,2,11,1,3,money_animal
1121,101,sphynx,1,10,1,1,money_animal
1121,101,spiritlevel,2,8,1,2,money_animal
1121,101,spoon,2,11,0,0,money_animal
1121,101,squeegee,2,10,1,3,money_animal
1121,101,stapler,1,4,1,2,money_animal
1121,101,starfish,1,6,1,2,money_animal
1121,101,swan,2,11,0,0,money_animal
1121,101,syringe,1,8,1,3,money_animal
1121,101,tarantula,1,11,1,1,money_animal
1121,101,thermometer,2,5,1,2,money_animal
1121,101,toiletbrush,2,11,1,2,money_animal
1121,101,tongs,2,10,1,3,money_animal
1121,101,toothpick,1,11,1,1,money_animal
1121,101,transmissionwrench,2,8,0,0,money_animal
1121,101,treadmill,1,7,1,2,money_animal
1121,101,turkey,2,11,1,3,money_animal
1121,101,turtle,1,11,1,1,money_animal
1121,101,tweezer,2,11,0,0,money_animal
1121,101,vacuum,2,11,0,0,money_animal
1121,101,videogamecontroller,2,11,1,1,money_animal
1121,101,voltmeter,2,11,0,0,money_animal
1121,101,walrus,1,5,1,2,money_animal
1121,101,weightliftingclip,2,8,1,1,money_animal
1121,101,weldinghelmet,1,11,1,1,money_animal
1121,101,wheelbarrow,2,11,1,3,money_animal
1121,101,whisk,1,6,1,2,money_animal
1121,101,wine.bottle.opener,2,10,0,0,money_animal
1121,101,wirebrush,1,11,1,1,money_animal
1121,101,wolf,2,11,0,0,money_animal
1121,101,wombat,2,9,1,2,money_animal
1121,101,woodpecker,2,11,1,3,money_animal
1121,101,woodturner,2,9,0,0,money_animal
1121,101,worm,2,11,0,0,money_animal
1121,101,wrench,1,3,1,1,money_animal
1121,101,xactoknife,2,7,0,0,money_animal
1121,101,yak,2,11,1,2,money_animal
1121,101,zebra,2,11,1,2,money_animal
1123,103,aardvark,1,11,1,1,money_tool
1123,103,airbrush,2,11,0,0,money_tool
1123,103,airpump,2,5,0,0,money_tool
1123,103,allenkey,1,11,1,3,money_tool
1123,103,alligator,2,9,0,0,money_tool
1123,103,alpaca,1,10,0,0,money_tool
1123,103,altimeter,2,9,1,3,money_tool
1123,103,amp,2,10,0,0,money_tool
1123,103,angelfish,2,9,1,3,money_tool
1123,103,anteater,1,11,1,1,money_tool
1123,103,antelope,2,11,0,0,money_tool
1123,103,anvil,2,8,1,2,money_tool
1123,103,armadillo,1,11,1,1,money_tool
1123,103,atlasmoth,2,11,0,0,money_tool
1123,103,auger,2,5,1,2,money_tool
1123,103,axe,2,6,0,0,money_tool
1123,103,bakingsheet,1,4,1,1,money_tool
1123,103,baldeagle,1,3,1,2,money_tool
1123,103,bat,2,11,0,0,money_tool
1123,103,beaker,1,11,1,2,money_tool
1123,103,beaver,2,3,1,2,money_tool
1123,103,bellow,1,10,1,3,money_tool
1123,103,bettafish,1,4,1,1,money_tool
1123,103,bison,2,4,1,3,money_tool
1123,103,black,1,11,1,2,money_tool
1123,103,blender,2,8,1,3,money_tool
1123,103,bluetang,1,11,1,2,money_tool
1123,103,boa,1,10,1,3,money_tool
1123,103,broom,2,9,0,0,money_tool
1123,103,brown,1,11,1,3,money_tool
1123,103,bullfrog,1,11,1,3,money_tool
1123,103,cabletie,2,4,1,2,money_tool
1123,103,camel,1,11,1,1,money_tool
1123,103,camera,2,11,0,0,money_tool
1123,103,can.opener,1,11,1,1,money_tool
1123,103,canary,1,11,1,1,money_tool
1123,103,carabiner,2,8,1,3,money_tool
1123,103,carpetblower,2,9,0,0,money_tool
1123,103,cassowary,2,11,0,0,money_tool
1123,103,cat,2,5,1,2,money_tool
1123,103,caterpillar,2,11,0,0,money_tool
1123,103,catfish,2,11,0,0,money_tool
1123,103,centipede,1,9,1,2,money_tool
1123,103,chameleon,2,10,0,0,money_tool
1123,103,cheesegrater,1,6,1,2,money_tool
1123,103,chinchilla,2,11,0,0,money_tool
1123,103,chisel,1,11,1,2,money_tool
1123,103,cicada,2,8,1,2,money_tool
1123,103,clownfish,2,10,0,0,money_tool
1123,103,cockroach,2,11,0,0,money_tool
1123,103,colander,2,6,1,3,money_tool
1123,103,compass,2,10,0,0,money_tool
1123,103,concretemixer,1,11,1,3,money_tool
1123,103,condor,2,11,0,0,money_tool
1123,103,corgi,2,11,0,0,money_tool
1123,103,cow,2,11,1,3,money_tool
1123,103,crab,2,11,0,0,money_tool
1123,103,cricket,1,11,1,1,money_tool
1123,103,crow,2,4,1,3,money_tool
1123,103,crowbar,2,8,0,0,money_tool
1123,103,cuttingboard,2,8,0,0,money_tool
1123,103,djmixer,2,11,0,0,money_tool
1123,103,dolphin,1,11,1,3,money_tool
1123,103,donkey,1,11,1,3,money_tool
1123,103,door,1,5,0,0,money_tool
1123,103,dragonfly,2,10,0,0,money_tool
1123,103,dremel,2,10,1,3,money_tool
1123,103,drillbit,2,11,0,0,money_tool
1123,103,drone,2,7,1,3,money_tool
1123,103,duck,2,7,1,3,money_tool
1123,103,dugong,2,8,0,0,money_tool
1123,103,earprotector,2,9,1,3,money_tool
1123,103,edger,2,8,0,0,money_tool
1123,103,eel,1,11,1,1,money_tool
1123,103,electricbreaker,2,11,0,0,money_tool
1123,103,elephantafrican,1,11,1,1,money_tool
1123,103,eraser,1,11,1,2,money_tool
1123,103,extensioncord,2,9,1,1,money_tool
1123,103,eyelascurler,2,11,0,0,money_tool
1123,103,fan,1,11,1,1,money_tool
1123,103,featherduster,2,11,0,0,money_tool
1123,103,ferret,1,11,1,2,money_tool
1123,103,fire.extinguisher,2,11,1,2,money_tool
1123,103,firebug,2,11,0,0,money_tool
1123,103,firepoker,2,11,0,0,money_tool
1123,103,flashligt,2,11,0,0,money_tool
1123,103,flower,1,11,1,3,money_tool
1123,103,flyingfish,1,11,1,3,money_tool
1123,103,foamroller,1,11,1,2,money_tool
1123,103,fork,2,10,0,0,money_tool
1123,103,frillnecklizard,2,11,0,0,money_tool
1123,103,frying.pan,2,11,0,0,money_tool
1123,103,funnel,1,9,1,1,money_tool
1123,103,gardenhose,1,7,1,1,money_tool
1123,103,german,1,10,1,1,money_tool
1123,103,giraffe,2,7,0,0,money_tool
1123,103,goat,2,6,0,0,money_tool
1123,103,goldfish,2,11,0,0,money_tool
1123,103,gorilla,1,11,1,1,money_tool
1123,103,guasha,1,11,1,1,money_tool
1123,103,hairdryer,2,11,0,0,money_tool
1123,103,hammerheadshark,2,11,0,0,money_tool
1123,103,hedgehog,2,6,0,0,money_tool
1123,103,herculesbeetle,1,11,1,2,money_tool
1123,103,hermitcrab,1,11,1,3,money_tool
1123,103,hippopotamus,2,9,0,0,money_tool
1123,103,horse,1,9,1,2,money_tool
1123,103,hyena,1,11,1,3,money_tool
1123,103,ice.cream.scooper,2,11,1,2,money_tool
1123,103,ice.pick,2,8,1,1,money_tool
1123,103,icetray,1,5,1,1,money_tool
1123,103,iguana,2,2,1,1,money_tool
1123,103,iron,1,9,1,2,money_tool
1123,103,jellyfish,1,11,1,3,money_tool
1123,103,jigger,1,11,1,2,money_tool
1123,103,jumpercables,2,6,1,1,money_tool
1123,103,kangaroo,2,11,0,0,money_tool
1123,103,keyboard,1,11,1,2,money_tool
1123,103,king,2,11,0,0,money_tool
1123,103,komodo,1,11,1,2,money_tool
1123,103,ladder,2,4,1,3,money_tool
1123,103,ladybug,2,11,1,3,money_tool
1123,103,lemonsqueezer,2,10,0,0,money_tool
1123,103,lemur,2,9,0,0,money_tool
1123,103,leopard,1,11,1,2,money_tool
1123,103,levelmount,1,10,1,2,money_tool
1123,103,liftingbelt,2,2,1,2,money_tool
1123,103,ligter,2,10,0,0,money_tool
1123,103,lion,1,11,1,1,money_tool
1123,103,mallet,2,11,0,0,money_tool
1123,103,mandolin,2,10,0,0,money_tool
1123,103,mandrill,2,10,0,0,money_tool
1123,103,mantaray,1,11,1,2,money_tool
1123,103,measuringcups,2,10,1,3,money_tool
1123,103,measuringtape,2,5,1,3,money_tool
1123,103,metronome,1,11,1,3,money_tool
1123,103,microplanezester,1,9,1,2,money_tool
1123,103,mole,2,11,1,1,money_tool
1123,103,monarch,2,10,0,0,money_tool
1123,103,mortarandpestle,2,2,1,2,money_tool
1123,103,mosquito,2,11,0,0,money_tool
1123,103,mouse,1,4,1,2,money_tool
1123,103,nails,2,6,0,0,money_tool
1123,103,nutcracker,2,11,0,0,money_tool
1123,103,octopus,1,11,1,1,money_tool
1123,103,opossum,2,6,0,0,money_tool
1123,103,orca,2,11,1,3,money_tool
1123,103,ostrich,1,3,1,2,money_tool
1123,103,owl,1,7,1,3,money_tool
1123,103,padlock,1,4,1,1,money_tool
1123,103,paintroller,2,9,0,0,money_tool
1123,103,panda,2,10,0,0,money_tool
1123,103,pangolin,2,11,0,0,money_tool
1123,103,parrot,1,9,1,1,money_tool
1123,103,peacock,2,8,0,0,money_tool
1123,103,pelican,1,7,1,3,money_tool
1123,103,pencil,1,11,1,1,money_tool
1123,103,penguin,1,11,1,2,money_tool
1123,103,peppergrinder,2,9,1,3,money_tool
1123,103,pick,1,11,1,2,money_tool
1123,103,pig,2,11,0,0,money_tool
1123,103,pigeon,1,3,1,1,money_tool
1123,103,pizzacutter,2,11,0,0,money_tool
1123,103,platypus,2,11,0,0,money_tool
1123,103,plunger,1,9,1,3,money_tool
1123,103,polar.bear,2,11,0,0,money_tool
1123,103,poliser,1,9,1,1,money_tool
1123,103,poolcleaner,2,6,1,1,money_tool
1123,103,porcupine,2,9,0,0,money_tool
1123,103,powerdrill,2,9,0,0,money_tool
1123,103,prayingmantis,1,11,1,1,money_tool
1123,103,pressurewaser,1,5,1,3,money_tool
1123,103,proboscismonkey,2,11,1,2,money_tool
1123,103,pufferfish,2,11,1,3,money_tool
1123,103,puffin,1,11,1,1,money_tool
1123,103,rabbit,1,4,1,1,money_tool
1123,103,racoon,1,5,1,2,money_tool
1123,103,rake,1,6,1,1,money_tool
1123,103,red.panda,1,11,1,3,money_tool
1123,103,reflexhammer,2,8,0,0,money_tool
1123,103,reindeer,2,9,0,0,money_tool
1123,103,respirator,1,9,1,1,money_tool
1123,103,rhino,1,3,0,0,money_tool
1123,103,rollingpin,1,11,1,1,money_tool
1123,103,rooster,2,9,0,0,money_tool
1123,103,ropeandpulley,2,10,0,0,money_tool
1123,103,safetygoggle,2,8,0,0,money_tool
1123,103,saw,1,3,0,0,money_tool
1123,103,scissors,1,4,1,1,money_tool
1123,103,scorpion,2,5,0,0,money_tool
1123,103,screwdriver,1,7,1,3,money_tool
1123,103,seahorse,1,11,1,2,money_tool
1123,103,sewingmachine,2,11,0,0,money_tool
1123,103,shark,1,11,1,3,money_tool
1123,103,shears,2,7,0,0,money_tool
1123,103,sheep,2,6,0,0,money_tool
1123,103,shoehorn,2,9,0,0,money_tool
1123,103,shovel,2,4,0,0,money_tool
1123,103,shrimp,1,11,1,1,money_tool
1123,103,snail,2,10,0,0,money_tool
1123,103,snorkel,2,11,0,0,money_tool
1123,103,snowshovel,2,4,1,3,money_tool
1123,103,solderingtorch,1,11,1,3,money_tool
1123,103,sphynx,1,11,1,1,money_tool
1123,103,spiritlevel,1,11,1,2,money_tool
1123,103,spoon,2,8,0,0,money_tool
1123,103,squeegee,1,10,1,3,money_tool
1123,103,stapler,1,3,1,2,money_tool
1123,103,starfish,1,11,1,2,money_tool
1123,103,swan,2,10,0,0,money_tool
1123,103,syringe,1,10,1,3,money_tool
1123,103,tarantula,2,10,1,1,money_tool
1123,103,thermometer,1,5,1,2,money_tool
1123,103,toiletbrush,2,4,1,2,money_tool
1123,103,tongs,2,8,1,3,money_tool
1123,103,toothpick,2,4,1,1,money_tool
1123,103,transmissionwrench,2,10,0,0,money_tool
1123,103,treadmill,1,5,1,2,money_tool
1123,103,turkey,2,7,1,3,money_tool
1123,103,turtle,2,9,1,1,money_tool
1123,103,tweezer,2,9,0,0,money_tool
1123,103,vacuum,2,10,0,0,money_tool
1123,103,videogamecontroller,1,8,1,1,money_tool
1123,103,voltmeter,2,11,0,0,money_tool
1123,103,walrus,2,9,1,2,money_tool
1123,103,weightliftingclip,1,11,1,1,money_tool
1123,103,weldinghelmet,1,11,1,1,money_tool
1123,103,wheelbarrow,1,6,1,3,money_tool
1123,103,whisk,1,11,1,2,money_tool
1123,103,wine.bottle.opener,1,3,0,0,money_tool
1123,103,wirebrush,2,6,1,1,money_tool
1123,103,wolf,2,8,0,0,money_tool
1123,103,wombat,1,11,1,2,money_tool
1123,103,woodpecker,2,11,1,3,money_tool
1123,103,woodturner,2,9,0,0,money_tool
1123,103,worm,2,9,0,0,money_tool
1123,103,wrench,1,11,1,1,money_tool
1123,103,xactoknife,2,5,0,0,money_tool
1123,103,yak,2,7,1,2,money_tool
1123,103,zebra,1,6,1,2,money_tool
1125,105,aardvark,1,10,1,1,money_animal
1125,105,airbrush,2,10,0,0,money_animal
1125,105,airpump,2,9,0,0,money_animal
1125,105,allenkey,2,6,1,3,money_animal
1125,105,alligator,2,8,0,0,money_animal
1125,105,alpaca,2,9,0,0,money_animal
1125,105,altimeter,2,6,1,3,money_animal
1125,105,amp,2,9,0,0,money_animal
1125,105,angelfish,2,8,1,3,money_animal
1125,105,anteater,1,11,1,1,money_animal
1125,105,antelope,2,6,0,0,money_animal
1125,105,anvil,2,6,1,2,money_animal
1125,105,armadillo,1,7,1,1,money_animal
1125,105,atlasmoth,2,11,0,0,money_animal
1125,105,auger,2,11,1,2,money_animal
1125,105,axe,2,11,0,0,money_animal
1125,105,bakingsheet,2,6,1,1,money_animal
1125,105,baldeagle,1,9,1,2,money_animal
1125,105,bat,2,9,0,0,money_animal
1125,105,beaker,2,8,1,2,money_animal
1125,105,beaver,1,5,1,2,money_animal
1125,105,bellow,1,11,1,3,money_animal
1125,105,bettafish,2,10,1,1,money_animal
1125,105,bison,1,11,1,3,money_animal
1125,105,black,1,8,1,2,money_animal
1125,105,blender,2,9,1,3,money_animal
1125,105,bluetang,1,11,1,2,money_animal
1125,105,boa,2,9,1,3,money_animal
1125,105,broom,2,10,0,0,money_animal
1125,105,brown,1,8,1,3,money_animal
1125,105,bullfrog,1,10,1,3,money_animal
1125,105,cabletie,2,5,1,2,money_animal
1125,105,camel,1,10,1,1,money_animal
1125,105,camera,2,11,0,0,money_animal
1125,105,can.opener,1,11,1,1,money_animal
1125,105,canary,1,9,1,1,money_animal
1125,105,carabiner,1,9,1,3,money_animal
1125,105,carpetblower,2,11,0,0,money_animal
1125,105,cassowary,2,11,0,0,money_animal
1125,105,cat,2,5,1,2,money_animal
1125,105,caterpillar,2,8,0,0,money_animal
1125,105,catfish,2,7,0,0,money_animal
1125,105,centipede,1,8,1,2,money_animal
1125,105,chameleon,2,8,0,0,money_animal
1125,105,cheesegrater,2,8,1,2,money_animal
1125,105,chinchilla,2,11,0,0,money_animal
1125,105,chisel,2,7,1,2,money_animal
1125,105,cicada,2,8,1,2,money_animal
1125,105,clownfish,2,8,0,0,money_animal
1125,105,cockroach,2,10,0,0,money_animal
1125,105,colander,2,9,1,3,money_animal
1125,105,compass,2,9,0,0,money_animal
1125,105,concretemixer,2,7,1,3,money_animal
1125,105,condor,2,11,0,0,money_animal
1125,105,corgi,2,8,0,0,money_animal
1125,105,cow,2,10,1,3,money_animal
1125,105,crab,2,10,0,0,money_animal
1125,105,cricket,1,10,1,1,money_animal
1125,105,crow,2,8,1,3,money_animal
1125,105,crowbar,2,7,0,0,money_animal
1125,105,cuttingboard,2,7,0,0,money_animal
1125,105,djmixer,2,9,0,0,money_animal
1125,105,dolphin,1,9,1,3,money_animal
1125,105,donkey,2,7,1,3,money_animal
1125,105,door,2,8,0,0,money_animal
1125,105,dragonfly,2,6,0,0,money_animal
1125,105,dremel,2,10,1,3,money_animal
1125,105,drillbit,2,11,0,0,money_animal
1125,105,drone,1,7,1,3,money_animal
1125,105,duck,2,9,1,3,money_animal
1125,105,dugong,2,10,0,0,money_animal
1125,105,earprotector,2,11,1,3,money_animal
1125,105,edger,2,7,0,0,money_animal
1125,105,eel,1,10,1,1,money_animal
1125,105,electricbreaker,2,10,0,0,money_animal
1125,105,elephantafrican,2,8,1,1,money_animal
1125,105,eraser,2,10,1,2,money_animal
1125,105,extensioncord,1,9,1,1,money_animal
1125,105,eyelascurler,2,10,0,0,money_animal
1125,105,fan,2,7,1,1,money_animal
1125,105,featherduster,2,9,0,0,money_animal
1125,105,ferret,1,9,1,2,money_animal
1125,105,fire.extinguisher,2,7,1,2,money_animal
1125,105,firebug,2,9,0,0,money_animal
1125,105,firepoker,2,7,0,0,money_animal
1125,105,flashligt,2,11,0,0,money_animal
1125,105,flower,2,8,1,3,money_animal
1125,105,flyingfish,2,8,1,3,money_animal
1125,105,foamroller,2,7,1,2,money_animal
1125,105,fork,1,7,0,0,money_animal
1125,105,frillnecklizard,2,9,0,0,money_animal
1125,105,frying.pan,2,11,0,0,money_animal
1125,105,funnel,1,9,1,1,money_animal
1125,105,gardenhose,2,7,1,1,money_animal
1125,105,german,1,11,1,1,money_animal
1125,105,giraffe,2,6,0,0,money_animal
1125,105,goat,2,9,0,0,money_animal
1125,105,goldfish,2,10,0,0,money_animal
1125,105,gorilla,1,11,1,1,money_animal
1125,105,guasha,1,11,1,1,money_animal
1125,105,hairdryer,2,9,0,0,money_animal
1125,105,hammerheadshark,2,6,0,0,money_animal
1125,105,hedgehog,1,8,0,0,money_animal
1125,105,herculesbeetle,1,9,1,2,money_animal
1125,105,hermitcrab,1,5,1,3,money_animal
1125,105,hippopotamus,2,8,0,0,money_animal
1125,105,horse,2,8,1,2,money_animal
1125,105,hyena,1,6,1,3,money_animal
1125,105,ice.cream.scooper,2,5,1,2,money_animal
1125,105,ice.pick,1,9,1,1,money_animal
1125,105,icetray,2,9,1,1,money_animal
1125,105,iguana,1,11,1,1,money_animal
1125,105,iron,1,11,1,2,money_animal
1125,105,jellyfish,1,8,1,3,money_animal
1125,105,jigger,2,7,1,2,money_animal
1125,105,jumpercables,2,8,1,1,money_animal
1125,105,kangaroo,2,7,0,0,money_animal
1125,105,keyboard,1,11,1,2,money_animal
1125,105,king,2,6,0,0,money_animal
1125,105,komodo,1,11,1,2,money_animal
1125,105,ladder,2,10,1,3,money_animal
1125,105,ladybug,1,7,1,3,money_animal
1125,105,lemonsqueezer,2,6,0,0,money_animal
1125,105,lemur,2,11,0,0,money_animal
1125,105,leopard,1,8,1,2,money_animal
1125,105,levelmount,2,10,1,2,money_animal
1125,105,liftingbelt,1,10,1,2,money_animal
1125,105,ligter,2,11,0,0,money_animal
1125,105,lion,1,11,1,1,money_animal
1125,105,mallet,2,6,0,0,money_animal
1125,105,mandolin,2,11,0,0,money_animal
1125,105,mandrill,2,8,0,0,money_animal
1125,105,mantaray,1,10,1,2,money_animal
1125,105,measuringcups,2,8,1,3,money_animal
1125,105,measuringtape,2,9,1,3,money_animal
1125,105,metronome,1,7,1,3,money_animal
1125,105,microplanezester,2,7,1,2,money_animal
1125,105,mole,1,11,1,1,money_animal
1125,105,monarch,2,10,0,0,money_animal
1125,105,mortarandpestle,1,10,1,2,money_animal
1125,105,mosquito,2,8,0,0,money_animal
1125,105,mouse,2,7,1,2,money_animal
1125,105,nails,2,7,0,0,money_animal
1125,105,nutcracker,2,9,0,0,money_animal
1125,105,octopus,1,11,1,1,money_animal
1125,105,opossum,2,9,0,0,money_animal
1125,105,orca,1,6,1,3,money_animal
1125,105,ostrich,1,9,1,2,money_animal
1125,105,owl,1,10,1,3,money_animal
1125,105,padlock,1,11,1,1,money_animal
1125,105,paintroller,2,11,0,0,money_animal
1125,105,panda,2,9,0,0,money_animal
1125,105,pangolin,2,9,0,0,money_animal
1125,105,parrot,2,11,1,1,money_animal
1125,105,peacock,2,11,0,0,money_animal
1125,105,pelican,1,8,1,3,money_animal
1125,105,pencil,1,9,1,1,money_animal
1125,105,penguin,2,6,1,2,money_animal
1125,105,peppergrinder,2,7,1,3,money_animal
1125,105,pick,1,11,1,2,money_animal
1125,105,pig,2,11,0,0,money_animal
1125,105,pigeon,1,10,1,1,money_animal
1125,105,pizzacutter,2,8,0,0,money_animal
1125,105,platypus,2,8,0,0,money_animal
1125,105,plunger,2,7,1,3,money_animal
1125,105,polar.bear,1,8,0,0,money_animal
1125,105,poliser,2,11,1,1,money_animal
1125,105,poolcleaner,1,10,1,1,money_animal
1125,105,porcupine,1,7,0,0,money_animal
1125,105,powerdrill,1,4,0,0,money_animal
1125,105,prayingmantis,1,9,1,1,money_animal
1125,105,pressurewaser,2,9,1,3,money_animal
1125,105,proboscismonkey,1,9,1,2,money_animal
1125,105,pufferfish,1,6,1,3,money_animal
1125,105,puffin,2,7,1,1,money_animal
1125,105,rabbit,1,6,1,1,money_animal
1125,105,racoon,2,8,1,2,money_animal
1125,105,rake,2,9,1,1,money_animal
1125,105,red.panda,1,7,1,3,money_animal
1125,105,reflexhammer,2,6,0,0,money_animal
1125,105,reindeer,2,10,0,0,money_animal
1125,105,respirator,1,11,1,1,money_animal
1125,105,rhino,2,8,0,0,money_animal
1125,105,rollingpin,2,7,1,1,money_animal
1125,105,rooster,2,8,0,0,money_animal
1125,105,ropeandpulley,2,8,0,0,money_animal
1125,105,safetygoggle,2,7,0,0,money_animal
1125,105,saw,2,8,0,0,money_animal
1125,105,scissors,2,5,1,1,money_animal
1125,105,scorpion,2,6,0,0,money_animal
1125,105,screwdriver,2,6,1,3,money_animal
